panel,kind,q,k,draw,arm,n,Ebar,breadth,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,spy_S,spy_CAGR,spy_DD,spy_H1,spy_H2,spy_OOS_S,v2_S,v2_H1,v2_H2,v2_DD,v2_OOS_S,pass4a,pass4b,is525
q0.75_k100_d0,ladder,0.75,100,0,CAND15,15.0,47.54632972322503,0.47546329723225034,0.07941305313211156,0.6280949938312642,-0.22860945472621086,0.5861626131827445,0.6674115498249807,0.08115744766394606,0.623592118996573,-0.22860945472621075,0.6375790955888386,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7784742367397007,0.8212707668352384,0.7417151092673109,-0.11133164673585372,0.7014218716321025,False,False,True
q0.75_k100_d0,ladder,0.75,100,0,CAND20,20.0,47.54632972322503,0.47546329723225034,0.07656600023579974,0.6438914626407332,-0.2361100344457927,0.6422370890947587,0.6503436937492998,0.08251504123520559,0.6645750925997854,-0.23611003444579226,0.6088228672749275,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7784742367397007,0.8212707668352384,0.7417151092673109,-0.11133164673585372,0.7014218716321025,False,False,True
q0.75_k100_d0,ladder,0.75,100,0,CAND30,30.0,47.54632972322503,0.47546329723225034,0.07511522522166092,0.6919858721053194,-0.2033268067126618,0.761732648301018,0.6395833196036653,0.07346551726818773,0.6552380060989534,-0.203326806712661,0.7620948054136205,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7784742367397007,0.8212707668352384,0.7417151092673109,-0.11133164673585372,0.7014218716321025,False,False,True
q0.75_k100_d0,ladder,0.75,100,0,EWall,,47.54632972322503,0.47546329723225034,0.07150635496391877,0.6518708213989204,-0.28447630764542264,0.8630629685512862,0.49640754248716157,0.05825377721901326,0.5231083722027952,-0.2844763076454232,0.8999202536201978,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7784742367397007,0.8212707668352384,0.7417151092673109,-0.11133164673585372,0.7014218716321025,False,False,True
q0.75_k100_d1,ladder,0.75,100,1,CAND5,5.0,45.26714801444043,0.45267148014440434,0.06366503992003092,0.41905765533492484,-0.4652902975990354,0.5366489532464346,0.3133765297279981,0.07883716783163508,0.484971546087895,-0.4652902975990354,0.3044138870463829,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8153513804261544,0.9402427056324566,0.7011154690806494,-0.14523175930063525,0.8307853034692549,False,False,True
q0.75_k100_d1,ladder,0.75,100,1,CAND10,10.0,45.26714801444043,0.45267148014440434,0.09436168732192618,0.6674239971402376,-0.3305359418636393,0.7475250568003796,0.6026211584423541,0.10929693174053123,0.7294288140014549,-0.33053594186363955,0.5563991767060517,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8153513804261544,0.9402427056324566,0.7011154690806494,-0.14523175930063525,0.8307853034692549,False,False,True
q0.75_k100_d1,ladder,0.75,100,1,CAND15,15.0,45.26714801444043,0.45267148014440434,0.09075662008886631,0.7039943712199949,-0.26497372711373046,0.7920563619629748,0.6346949771158807,0.10632634768365246,0.7742774162140891,-0.2649737271137309,0.5767249708434176,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8153513804261544,0.9402427056324566,0.7011154690806494,-0.14523175930063525,0.8307853034692549,False,False,True
q0.75_k100_d1,ladder,0.75,100,1,CAND20,20.0,45.26714801444043,0.45267148014440434,0.08100327479343528,0.6802468260148975,-0.21533279621220258,0.8717884380204857,0.5205325324804769,0.08253165296608245,0.6669842062454153,-0.21533279621220225,0.7079034468028835,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8153513804261544,0.9402427056324566,0.7011154690806494,-0.14523175930063525,0.8307853034692549,False,False,True
q0.75_k100_d1,ladder,0.75,100,1,CAND30,30.0,45.26714801444043,0.45267148014440434,0.07897715224786572,0.7330569445084172,-0.18144059762993314,0.946230612137016,0.5535835167903244,0.07990799891714251,0.713273470567785,-0.18144059762993447,0.7730849068165705,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8153513804261544,0.9402427056324566,0.7011154690806494,-0.14523175930063525,0.8307853034692549,False,False,True
q0.75_k100_d1,ladder,0.75,100,1,EWall,,45.26714801444043,0.45267148014440434,0.08077987034575518,0.6751634939587451,-0.3656195210454587,0.9285062492835977,0.515116851144549,0.07436234709649558,0.5888217003496315,-0.3656195210454586,0.8711676499654173,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8153513804261544,0.9402427056324566,0.7011154690806494,-0.14523175930063525,0.8307853034692549,False,False,True
q0.75_k100_d2,ladder,0.75,100,2,CAND5,5.0,47.16004813477738,0.4716004813477738,0.021489349178230865,0.20726117898776847,-0.4159715067931441,0.07058806620603793,0.3228214690720344,0.03960946850320335,0.29561730208138387,-0.40843224535129474,0.04291745877990542,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.732249630314447,1.000915301472111,0.5116040419528568,-0.13322638054436708,0.5882240381361556,False,False,True
q0.75_k100_d2,ladder,0.75,100,2,CAND10,10.0,47.16004813477738,0.4716004813477738,0.041237213898257075,0.34622866249575296,-0.2656573661915844,0.37043039767142294,0.33092849140285946,0.03810812054409096,0.3148254163270087,-0.26565736619158353,0.4129934924978463,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.732249630314447,1.000915301472111,0.5116040419528568,-0.13322638054436708,0.5882240381361556,False,False,True
q0.75_k100_d2,ladder,0.75,100,2,CAND15,15.0,47.16004813477738,0.4716004813477738,0.04813849276927229,0.4210709515024989,-0.2521311872392339,0.48367478477172016,0.3754175959462433,0.05272321275404046,0.43406163111459234,-0.25213118723923567,0.4005652358225672,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.732249630314447,1.000915301472111,0.5116040419528568,-0.13322638054436708,0.5882240381361556,False,False,True
q0.75_k100_d2,ladder,0.75,100,2,CAND20,20.0,47.16004813477738,0.4716004813477738,0.051705371111178344,0.4735588298889821,-0.22240012867145909,0.5738682072941628,0.3978604981336784,0.05056071349154112,0.44492413745376724,-0.22240012867145764,0.5335954265968802,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.732249630314447,1.000915301472111,0.5116040419528568,-0.13322638054436708,0.5882240381361556,False,False,True
q0.75_k100_d2,ladder,0.75,100,2,CAND30,30.0,47.16004813477738,0.4716004813477738,0.0638767312713564,0.6175683173482993,-0.22254267767321356,0.8063617272647716,0.4723854152324179,0.05556903266681168,0.52035748120184,-0.22254267767321245,0.8132871107651181,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.732249630314447,1.000915301472111,0.5116040419528568,-0.13322638054436708,0.5882240381361556,False,False,True
q0.75_k100_d2,ladder,0.75,100,2,EWall,,47.16004813477738,0.4716004813477738,0.06586388114301656,0.5693156981085886,-0.3590519449194137,0.9654087720925454,0.34950080039765524,0.052726370395862476,0.43596067804016175,-0.35905194491941406,0.9145444281905011,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.732249630314447,1.000915301472111,0.5116040419528568,-0.13322638054436708,0.5882240381361556,False,False,True
q0.75_k200_d0,ladder,0.75,200,0,CAND5,5.0,92.03369434416366,0.46016847172081826,0.022982267259965994,0.2135045009574402,-0.5251280056869483,0.587348704218181,-0.11763735749280715,0.007458182027756832,0.14670829859852097,-0.5251280056869501,0.3398213257212711,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8587105834642672,0.9802970011643464,0.7566454403188405,-0.13778318350693552,0.8067278790573209,False,False,False
q0.75_k200_d0,ladder,0.75,200,0,CAND10,10.0,92.03369434416366,0.46016847172081826,0.05597997184211545,0.4080845980899785,-0.3842209142587405,0.7689534232236711,0.09985296602006678,0.05030843442659072,0.36619663122397583,-0.3842209142587395,0.48894841584476306,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8587105834642672,0.9802970011643464,0.7566454403188405,-0.13778318350693552,0.8067278790573209,False,False,False
q0.75_k200_d0,ladder,0.75,200,0,CAND15,15.0,92.03369434416366,0.46016847172081826,0.0629102095751668,0.48269640433632577,-0.3181389607299647,0.7829171819957267,0.23085763055546954,0.060125860495453765,0.45021425414840077,-0.3181389607299654,0.5462892611133059,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8587105834642672,0.9802970011643464,0.7566454403188405,-0.13778318350693552,0.8067278790573209,False,False,False
q0.75_k200_d0,ladder,0.75,200,0,CAND20,20.0,92.03369434416366,0.46016847172081826,0.06498852125897048,0.5179573745849541,-0.2843485013040371,0.7863050033396184,0.2971523411584454,0.0660676881478981,0.5063949831206989,-0.28434850130403766,0.5430108093379391,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8587105834642672,0.9802970011643464,0.7566454403188405,-0.13778318350693552,0.8067278790573209,False,False,False
q0.75_k200_d0,ladder,0.75,200,0,CAND30,30.0,92.03369434416366,0.46016847172081826,0.06703840530942773,0.5685847477463521,-0.26449279087128763,0.8200596610745492,0.36965676250575025,0.06908915797879356,0.5581611965093987,-0.2644927908712872,0.5937148278243585,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8587105834642672,0.9802970011643464,0.7566454403188405,-0.13778318350693552,0.8067278790573209,False,False,False
q0.75_k200_d0,ladder,0.75,200,0,EWall,,92.03369434416366,0.46016847172081826,0.06448708294906247,0.5834788361428835,-0.3003558142580396,0.8387434752700537,0.41444329893504467,0.056055671317063016,0.48801027626549487,-0.3003558142580406,0.7896784653186788,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8587105834642672,0.9802970011643464,0.7566454403188405,-0.13778318350693552,0.8067278790573209,False,False,False
q0.75_k200_d1,ladder,0.75,200,1,CAND5,5.0,92.91456077015644,0.46457280385078215,0.06292132824626573,0.4062364274502226,-0.4600054707539285,0.5716325677634627,0.26098043099247914,0.05723340418329492,0.37014652582284946,-0.46000547075393083,0.47735510831137834,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8408041526864987,1.0280911926510585,0.6760765916540902,-0.11359533828231072,0.711189861717216,False,False,False
q0.75_k200_d1,ladder,0.75,200,1,CAND10,10.0,92.91456077015644,0.46457280385078215,0.04434535401606965,0.35108890894789907,-0.36224952385873743,0.5633328409521275,0.17189011462151024,0.04040863768205827,0.3196478966957044,-0.36224952385873654,0.4119933446861783,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8408041526864987,1.0280911926510585,0.6760765916540902,-0.11359533828231072,0.711189861717216,False,False,False
q0.75_k200_d1,ladder,0.75,200,1,CAND15,15.0,92.91456077015644,0.46457280385078215,0.04265579868397418,0.3607281375869641,-0.3304144042505155,0.5212022323710627,0.2264804681971393,0.04084410512716885,0.3391992253497142,-0.3304144042505157,0.40303807335605635,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8408041526864987,1.0280911926510585,0.6760765916540902,-0.11359533828231072,0.711189861717216,False,False,False
q0.75_k200_d1,ladder,0.75,200,1,CAND20,20.0,92.91456077015644,0.46457280385078215,0.07099086210149874,0.5722394669668184,-0.22833703479798728,0.6554555065488775,0.5043413408710428,0.0784266450805684,0.6019806351383203,-0.22833703479798728,0.5202908159404039,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8408041526864987,1.0280911926510585,0.6760765916540902,-0.11359533828231072,0.711189861717216,False,False,False
q0.75_k200_d1,ladder,0.75,200,1,CAND30,30.0,92.91456077015644,0.46457280385078215,0.07555733720470403,0.6375797172000467,-0.22251735146974871,0.7890442589266938,0.5134243262265159,0.07630788396364352,0.6208030910468034,-0.22251735146974894,0.6714745912492247,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8408041526864987,1.0280911926510585,0.6760765916540902,-0.11359533828231072,0.711189861717216,False,False,False
q0.75_k200_d1,ladder,0.75,200,1,EWall,,92.91456077015644,0.46457280385078215,0.07473566198655468,0.6932874449062328,-0.23059682754586175,0.9156488286246746,0.5303436200567314,0.06381738584574492,0.576202980484332,-0.23059682754586153,0.9233542570164515,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8408041526864987,1.0280911926510585,0.6760765916540902,-0.11359533828231072,0.711189861717216,False,False,False
q0.75_k200_d2,ladder,0.75,200,2,CAND5,5.0,93.8820697954272,0.46941034897713596,0.07726173550334714,0.4586826028427508,-0.4051113619293798,0.39823247883856455,0.5124077564039746,0.08114298679754373,0.4624339846223904,-0.40511136192938024,0.4548686158565069,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8823331190260475,1.0129571269947981,0.7680766486317513,-0.11151511915375445,0.8275102331433356,False,False,False
q0.75_k200_d2,ladder,0.75,200,2,CAND10,10.0,93.8820697954272,0.46941034897713596,0.0484176551222113,0.36645421512522414,-0.330870434295262,0.3874390297745525,0.3512009484059273,0.04867926583791449,0.3600351327582762,-0.33087043429526464,0.37957135986330715,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8823331190260475,1.0129571269947981,0.7680766486317513,-0.11151511915375445,0.8275102331433356,False,False,False
q0.75_k200_d2,ladder,0.75,200,2,CAND15,15.0,93.8820697954272,0.46941034897713596,0.06566563982384,0.5010636845570938,-0.2618055091603805,0.5737888430961037,0.44311077485823996,0.06498163209785646,0.4829991775406876,-0.26180550916038037,0.535879516696384,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8823331190260475,1.0129571269947981,0.7680766486317513,-0.11151511915375445,0.8275102331433356,False,False,False
q0.75_k200_d2,ladder,0.75,200,2,CAND20,20.0,93.8820697954272,0.46941034897713596,0.07388114060455453,0.5821493035150054,-0.2293345963030725,0.5758061397010078,0.5912869567646069,0.07495853694587029,0.5714114295806096,-0.22933459630307385,0.6039928673093311,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8823331190260475,1.0129571269947981,0.7680766486317513,-0.11151511915375445,0.8275102331433356,False,False,False
q0.75_k200_d2,ladder,0.75,200,2,CAND30,30.0,93.8820697954272,0.46941034897713596,0.07561625121818594,0.6353589894311387,-0.20799010598744083,0.5965449160608051,0.6720588548498981,0.08159876977789127,0.6578020639858677,-0.20799010598744083,0.5970006192129499,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8823331190260475,1.0129571269947981,0.7680766486317513,-0.11151511915375445,0.8275102331433356,False,False,False
q0.75_k200_d2,ladder,0.75,200,2,EWall,,93.8820697954272,0.46941034897713596,0.06938787277089231,0.6446403336879261,-0.30234760697338137,0.9149912306979775,0.45153231137213656,0.0580639304781434,0.5253390520158513,-0.30234760697338015,0.8843530581973337,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8823331190260475,1.0129571269947981,0.7680766486317513,-0.11151511915375445,0.8275102331433356,False,False,False
q0.75_k400_d0,ladder,0.75,400,0,CAND5,5.0,183.41636582430806,0.4585409145607702,0.09089652079267352,0.4950602424491923,-0.3402459917848438,0.8039841931066753,0.2413602016714793,0.050533487518623854,0.3255826034289869,-0.3402459917848437,0.8150662291443318,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8422884009114082,0.94107586144039,0.7563511133610064,-0.10708617353001881,0.7888831732441038,False,False,False
