panel,char,flavour,level,seed,K,n_from_B,n_from_S,cvol,mrho
mrho~SONLY~L0.226987~3~k36,mrho,SONLY,0.226987,3,36,0,36,0.4871140723314059,0.2438903158608526
mrho~SONLY~L0.226987~4~k36,mrho,SONLY,0.226987,4,36,0,36,0.48575929356339376,0.2499257114176305
mrho~SONLY~L0.226987~5~k36,mrho,SONLY,0.226987,5,36,0,36,0.49644450293595,0.2432534793714495
mrho~SONLY~L0.250883~0~k36,mrho,SONLY,0.250883,0,36,0,36,0.4888239824632054,0.2951490839380943
mrho~SONLY~L0.250883~1~k36,mrho,SONLY,0.250883,1,36,0,36,0.4613062942909844,0.3148213932826343
mrho~SONLY~L0.250883~2~k36,mrho,SONLY,0.250883,2,36,0,36,0.5197628608316118,0.27379035636893523
mrho~SONLY~L0.250883~3~k36,mrho,SONLY,0.250883,3,36,0,36,0.520598463334682,0.2667983903443301
mrho~SONLY~L0.250883~4~k36,mrho,SONLY,0.250883,4,36,0,36,0.5194597003651832,0.26609403517615554
mrho~SONLY~L0.250883~5~k36,mrho,SONLY,0.250883,5,36,0,36,0.5048484102007637,0.267804765119352
cvol~POOL~L0.247206~0~k36,cvol,POOL,0.247206,0,36,25,11,0.29984966534935575,0.32192956523962124
cvol~POOL~L0.247206~1~k36,cvol,POOL,0.247206,1,36,26,10,0.2857685813023986,0.32627929672919626
cvol~POOL~L0.247206~2~k36,cvol,POOL,0.247206,2,36,21,15,0.2996869575812998,0.325287035703627
cvol~POOL~L0.247206~3~k36,cvol,POOL,0.247206,3,36,14,22,0.3372795860939332,0.267419248234043
cvol~POOL~L0.247206~4~k36,cvol,POOL,0.247206,4,36,21,15,0.3168939864504116,0.30410066221630544
cvol~POOL~L0.247206~5~k36,cvol,POOL,0.247206,5,36,21,15,0.293941284541594,0.3003534364113826
cvol~POOL~L0.313730~0~k36,cvol,POOL,0.31373,0,36,15,21,0.36565701689709934,0.29812354724789186
cvol~POOL~L0.313730~1~k36,cvol,POOL,0.31373,1,36,20,16,0.3413497690886866,0.2990595485814617
cvol~POOL~L0.313730~2~k36,cvol,POOL,0.31373,2,36,14,22,0.3406102985454744,0.26010695200276107
cvol~POOL~L0.313730~3~k36,cvol,POOL,0.31373,3,36,17,19,0.3424330697258254,0.25620040095877855
cvol~POOL~L0.313730~4~k36,cvol,POOL,0.31373,4,36,12,24,0.34817847035514626,0.24386324423229747
cvol~POOL~L0.313730~5~k36,cvol,POOL,0.31373,5,36,20,16,0.318490383732571,0.2948356678391224
cvol~POOL~L0.378049~0~k36,cvol,POOL,0.378049,0,36,10,26,0.3914832163632993,0.23621296624955326
cvol~POOL~L0.378049~1~k36,cvol,POOL,0.378049,1,36,11,25,0.3919156779494672,0.24372580203377944
cvol~POOL~L0.378049~2~k36,cvol,POOL,0.378049,2,36,9,27,0.40815106139094126,0.21083751866310482
cvol~POOL~L0.378049~3~k36,cvol,POOL,0.378049,3,36,8,28,0.39012933720891585,0.2526664846844343
cvol~POOL~L0.378049~4~k36,cvol,POOL,0.378049,4,36,13,23,0.4121640869813353,0.2470062152925163
cvol~POOL~L0.378049~5~k36,cvol,POOL,0.378049,5,36,7,29,0.40197426996956925,0.2821117880963243
cvol~POOL~L0.433143~0~k36,cvol,POOL,0.433143,0,36,10,26,0.41246499893282274,0.2523532167823978
cvol~POOL~L0.433143~1~k36,cvol,POOL,0.433143,1,36,10,26,0.4283462404880949,0.2134508996589942
cvol~POOL~L0.433143~2~k36,cvol,POOL,0.433143,2,36,7,29,0.4405441913595291,0.2301748211427789
cvol~POOL~L0.433143~3~k36,cvol,POOL,0.433143,3,36,2,34,0.4297150256415986,0.1939338350901933
cvol~POOL~L0.433143~4~k36,cvol,POOL,0.433143,4,36,6,30,0.4147874253047353,0.23943481645498285
cvol~POOL~L0.433143~5~k36,cvol,POOL,0.433143,5,36,5,31,0.4610277097100188,0.22226078121163972
cvol~POOL~L0.472186~0~k36,cvol,POOL,0.472186,0,36,4,32,0.45291723317003957,0.22690637745582717
cvol~POOL~L0.472186~1~k36,cvol,POOL,0.472186,1,36,5,31,0.47317072948224875,0.1911031135625174
cvol~POOL~L0.472186~2~k36,cvol,POOL,0.472186,2,36,5,31,0.4666687536982518,0.2216498856286057
cvol~POOL~L0.472186~3~k36,cvol,POOL,0.472186,3,36,1,35,0.47931588087664245,0.196068656097284
cvol~POOL~L0.472186~4~k36,cvol,POOL,0.472186,4,36,4,32,0.4352390982252261,0.23426053090414234
cvol~POOL~L0.472186~5~k36,cvol,POOL,0.472186,5,36,4,32,0.47609741123143234,0.19719855048576784
cvol~POOL~L0.515932~0~k36,cvol,POOL,0.515932,0,36,6,30,0.4934316510987256,0.19626867045970145
cvol~POOL~L0.515932~1~k36,cvol,POOL,0.515932,1,36,3,33,0.511602890195412,0.19171425429224867
cvol~POOL~L0.515932~2~k36,cvol,POOL,0.515932,2,36,6,30,0.4648143053829097,0.21297882055091302
cvol~POOL~L0.515932~3~k36,cvol,POOL,0.515932,3,36,1,35,0.518547786300338,0.2010044986771743
cvol~POOL~L0.515932~4~k36,cvol,POOL,0.515932,4,36,5,31,0.48757222374270726,0.20223395662412194
cvol~POOL~L0.515932~5~k36,cvol,POOL,0.515932,5,36,2,34,0.49253754290640317,0.17993641439503094
cvol~POOL~L0.571754~0~k36,cvol,POOL,0.571754,0,36,3,33,0.5160614378975743,0.18379462230411678
cvol~POOL~L0.571754~1~k36,cvol,POOL,0.571754,1,36,2,34,0.559812188073026,0.16951863709078915
cvol~POOL~L0.571754~2~k36,cvol,POOL,0.571754,2,36,0,36,0.5498318020313016,0.1875792283794263
cvol~POOL~L0.571754~3~k36,cvol,POOL,0.571754,3,36,2,34,0.5523119101637592,0.19101166105231213
cvol~POOL~L0.571754~4~k36,cvol,POOL,0.571754,4,36,1,35,0.5374286975486188,0.2023274805877271
cvol~POOL~L0.571754~5~k36,cvol,POOL,0.571754,5,36,0,36,0.5398681509913179,0.17711212503394386
cvol~POOL~L0.653302~0~k36,cvol,POOL,0.653302,0,36,1,35,0.6283153566562045,0.170315373524735
cvol~POOL~L0.653302~1~k36,cvol,POOL,0.653302,1,36,1,35,0.6261936003690727,0.14803670283532822
cvol~POOL~L0.653302~2~k36,cvol,POOL,0.653302,2,36,2,34,0.6170833984543767,0.1746497441483208
cvol~POOL~L0.653302~3~k36,cvol,POOL,0.653302,3,36,1,35,0.6183494767501991,0.1727520960413026
cvol~POOL~L0.653302~4~k36,cvol,POOL,0.653302,4,36,2,34,0.6303791657292133,0.1737187910580701
cvol~POOL~L0.653302~5~k36,cvol,POOL,0.653302,5,36,2,34,0.5773720187314868,0.18829799072413386
cvol~POOL~L0.763602~0~k36,cvol,POOL,0.763602,0,36,0,36,0.7012478490757976,0.15810789465270828
cvol~POOL~L0.763602~1~k36,cvol,POOL,0.763602,1,36,0,36,0.7091533348182453,0.14937935847377676
cvol~POOL~L0.763602~2~k36,cvol,POOL,0.763602,2,36,0,36,0.697422716549239,0.15794274887313312
cvol~POOL~L0.763602~3~k36,cvol,POOL,0.763602,3,36,1,35,0.7117941425778598,0.1598160453917852
cvol~POOL~L0.763602~4~k36,cvol,POOL,0.763602,4,36,0,36,0.714384871258708,0.1361275401948527
cvol~POOL~L0.763602~5~k36,cvol,POOL,0.763602,5,36,0,36,0.7435440072943408,0.13589993370158343
cvol~BONLY~L0.247206~0~k36,cvol,BONLY,0.247206,0,36,36,0,0.2528684004604275,0.39232549940920625
cvol~BONLY~L0.247206~1~k36,cvol,BONLY,0.247206,1,36,36,0,0.2534551331266668,0.35996357190148603
cvol~BONLY~L0.247206~2~k36,cvol,BONLY,0.247206,2,36,36,0,0.24238353662614687,0.37168121220442835
cvol~BONLY~L0.247206~3~k36,cvol,BONLY,0.247206,3,36,36,0,0.24826649301466114,0.3397518975530596
cvol~BONLY~L0.247206~4~k36,cvol,BONLY,0.247206,4,36,36,0,0.25348497726324615,0.4387384137910687
cvol~BONLY~L0.247206~5~k36,cvol,BONLY,0.247206,5,36,36,0,0.2588697127481521,0.2890667340594866
cvol~BONLY~L0.313730~0~k36,cvol,BONLY,0.31373,0,36,36,0,0.2817391674599185,0.38888302504870564
cvol~BONLY~L0.313730~1~k36,cvol,BONLY,0.31373,1,36,36,0,0.2879917163880585,0.36354600099604945
cvol~BONLY~L0.313730~2~k36,cvol,BONLY,0.31373,2,36,36,0,0.2764420876676751,0.3862575998269895
cvol~BONLY~L0.313730~3~k36,cvol,BONLY,0.31373,3,36,36,0,0.28264369384987487,0.3726052512594741
cvol~BONLY~L0.313730~4~k36,cvol,BONLY,0.31373,4,36,36,0,0.29170200443275074,0.3371516150838748
cvol~BONLY~L0.313730~5~k36,cvol,BONLY,0.31373,5,36,36,0,0.2713694235770021,0.3210019555603831
cvol~BONLY~L0.378049~0~k36,cvol,BONLY,0.378049,0,36,36,0,0.29972532967295196,0.3842565782161789
cvol~BONLY~L0.378049~1~k36,cvol,BONLY,0.378049,1,36,36,0,0.31966627342666354,0.35732910536132595
cvol~BONLY~L0.378049~2~k36,cvol,BONLY,0.378049,2,36,36,0,0.29764756180304874,0.3488946729670922
cvol~BONLY~L0.378049~3~k36,cvol,BONLY,0.378049,3,36,36,0,0.2950502923397422,0.40097291143070196
cvol~BONLY~L0.378049~4~k36,cvol,BONLY,0.378049,4,36,36,0,0.30846270145517307,0.3326260525285788
cvol~BONLY~L0.378049~5~k36,cvol,BONLY,0.378049,5,36,36,0,0.31700028733682284,0.3416197487054372
cvol~SONLY~L0.378049~0~k36,cvol,SONLY,0.378049,0,36,0,36,0.41390011200206367,0.19472891857732294
cvol~SONLY~L0.378049~1~k36,cvol,SONLY,0.378049,1,36,0,36,0.442541862638574,0.19892098146710382
cvol~SONLY~L0.378049~2~k36,cvol,SONLY,0.378049,2,36,0,36,0.42715977440166036,0.19587707857576617
cvol~SONLY~L0.378049~3~k36,cvol,SONLY,0.378049,3,36,0,36,0.43600250550961195,0.21216422049294145
cvol~SONLY~L0.378049~4~k36,cvol,SONLY,0.378049,4,36,0,36,0.39636611651435577,0.2445419088626978
cvol~SONLY~L0.378049~5~k36,cvol,SONLY,0.378049,5,36,0,36,0.4340233600342968,0.22733327177738288
cvol~SONLY~L0.433143~0~k36,cvol,SONLY,0.433143,0,36,0,36,0.45950867943724144,0.2262944023463864
cvol~SONLY~L0.433143~1~k36,cvol,SONLY,0.433143,1,36,0,36,0.454379145313232,0.21689572488163408
cvol~SONLY~L0.433143~2~k36,cvol,SONLY,0.433143,2,36,0,36,0.47306331572809207,0.1888530667224884
cvol~SONLY~L0.433143~3~k36,cvol,SONLY,0.433143,3,36,0,36,0.4709645045242342,0.2117218077413976
cvol~SONLY~L0.433143~4~k36,cvol,SONLY,0.433143,4,36,0,36,0.4766142570875476,0.1982675343439697
cvol~SONLY~L0.433143~5~k36,cvol,SONLY,0.433143,5,36,0,36,0.4411141410390471,0.18923696434826223
cvol~SONLY~L0.472186~0~k36,cvol,SONLY,0.472186,0,36,0,36,0.49369295282216746,0.18429910364062138
cvol~SONLY~L0.472186~1~k36,cvol,SONLY,0.472186,1,36,0,36,0.4650789888020298,0.25138779949632384
cvol~SONLY~L0.472186~2~k36,cvol,SONLY,0.472186,2,36,0,36,0.47708733781686224,0.21594491799203333
cvol~SONLY~L0.472186~3~k36,cvol,SONLY,0.472186,3,36,0,36,0.4903081028426048,0.19468631777017353
cvol~SONLY~L0.472186~4~k36,cvol,SONLY,0.472186,4,36,0,36,0.4705276944370565,0.21543214190179055
cvol~SONLY~L0.472186~5~k36,cvol,SONLY,0.472186,5,36,0,36,0.48973676769965707,0.21583957774839932
cvol~SONLY~L0.515932~0~k36,cvol,SONLY,0.515932,0,36,0,36,0.4896000731239398,0.2115327835864564
cvol~SONLY~L0.515932~1~k36,cvol,SONLY,0.515932,1,36,0,36,0.49767565496567606,0.20121257123360092
cvol~SONLY~L0.515932~2~k36,cvol,SONLY,0.515932,2,36,0,36,0.49862222571805126,0.1948951258780127
cvol~SONLY~L0.515932~3~k36,cvol,SONLY,0.515932,3,36,0,36,0.4975247101802674,0.2038369411531582
cvol~SONLY~L0.515932~4~k36,cvol,SONLY,0.515932,4,36,0,36,0.5080761644660537,0.20092549484463906
cvol~SONLY~L0.515932~5~k36,cvol,SONLY,0.515932,5,36,0,36,0.5125911327730267,0.18479296570868006
cvol~SONLY~L0.571754~0~k36,cvol,SONLY,0.571754,0,36,0,36,0.5599574637656842,0.18697454681070053
cvol~SONLY~L0.571754~1~k36,cvol,SONLY,0.571754,1,36,0,36,0.5426204571159225,0.17068229082093245
cvol~SONLY~L0.571754~2~k36,cvol,SONLY,0.571754,2,36,0,36,0.5340920684310659,0.19156335294163881
cvol~SONLY~L0.571754~3~k36,cvol,SONLY,0.571754,3,36,0,36,0.5442093080390562,0.16138604828153877
cvol~SONLY~L0.571754~4~k36,cvol,SONLY,0.571754,4,36,0,36,0.5430449103241726,0.2093613065251362
cvol~SONLY~L0.571754~5~k36,cvol,SONLY,0.571754,5,36,0,36,0.5647479056930179,0.1768969132448604
cvol~SONLY~L0.653302~0~k36,cvol,SONLY,0.653302,0,36,0,36,0.5845882032134394,0.16932436725296215
cvol~SONLY~L0.653302~1~k36,cvol,SONLY,0.653302,1,36,0,36,0.6407006228470242,0.18238480449182282
cvol~SONLY~L0.653302~2~k36,cvol,SONLY,0.653302,2,36,0,36,0.6159637503942357,0.19618897846997807
cvol~SONLY~L0.653302~3~k36,cvol,SONLY,0.653302,3,36,0,36,0.6180719999122551,0.17963280649139518
cvol~SONLY~L0.653302~4~k36,cvol,SONLY,0.653302,4,36,0,36,0.600930130014667,0.17135415180094482
cvol~SONLY~L0.653302~5~k36,cvol,SONLY,0.653302,5,36,0,36,0.6311128392794138,0.16669764049719374
cvol~SONLY~L0.763602~0~k36,cvol,SONLY,0.763602,0,36,0,36,0.712685534977098,0.1428541886988825
cvol~SONLY~L0.763602~1~k36,cvol,SONLY,0.763602,1,36,0,36,0.7115281069807552,0.15993734898916628
cvol~SONLY~L0.763602~2~k36,cvol,SONLY,0.763602,2,36,0,36,0.7300594900317844,0.14169189833891999
cvol~SONLY~L0.763602~3~k36,cvol,SONLY,0.763602,3,36,0,36,0.6933291015541436,0.1459446178106738
cvol~SONLY~L0.763602~4~k36,cvol,SONLY,0.763602,4,36,0,36,0.704238173516077,0.14036954063093376
cvol~SONLY~L0.763602~5~k36,cvol,SONLY,0.763602,5,36,0,36,0.6985960015999946,0.1323174528023665
