selector,pick,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,book,family,m,cost,dOOS
C-REBASED/POS,REBASED/POS,0.9039412952664904,0.06003808900142382,-0.1272845478745478,ETFk24d02,ETF,1.0,10.0,-0.017969452138917208
C-REBASED/NEG,REBASED/NEG,0.9040361736726455,0.059187228673849956,-0.11991583041250942,ETFk24d02,ETF,1.0,10.0,-0.017874573732762022
ORACLE-OOS,R3/NEG,0.9415637530397959,0.06203534872252292,-0.1185093027670373,ETFk24d02,ETF,1.0,10.0,0.01965300563438832
S0 do-nothing,-,0.8375343204737611,0.05537166955912687,-0.1283797045310907,ETFk24d02,ETF,1.0,25.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.8097404895300421,0.05261816442874112,-0.12133587752833153,ETFk24d02,ETF,1.0,25.0,-0.02779383094371901
RANDOM (same pool),MOM/POS,0.8395406296053036,0.05539259082587522,-0.12364762408462804,ETFk24d02,ETF,1.0,25.0,0.0020063091315425385
C-MOM/POS,MOM/POS,0.8395406296053036,0.05539259082587522,-0.12364762408462804,ETFk24d02,ETF,1.0,25.0,0.0020063091315425385
C-MOM/NEG,MOM/NEG,0.8097404895300421,0.05261816442874112,-0.12133587752833153,ETFk24d02,ETF,1.0,25.0,-0.02779383094371901
C-R3/POS,R3/POS,0.8413542134471144,0.05538600855658382,-0.12364762408462782,ETFk24d02,ETF,1.0,25.0,0.0038198929733532783
C-R3/NEG,R3/NEG,0.8461303236273501,0.0553666118295455,-0.11962707769352332,ETFk24d02,ETF,1.0,25.0,0.008596003153588994
C-REBASED/POS,REBASED/POS,0.8174250875130921,0.05391913072862731,-0.12837970453109138,ETFk24d02,ETF,1.0,25.0,-0.02010923296066902
C-REBASED/NEG,REBASED/NEG,0.8118175528811421,0.05277899082498361,-0.1208291726420061,ETFk24d02,ETF,1.0,25.0,-0.025716767592618983
ORACLE-OOS,R3/NEG,0.8461303236273501,0.0553666118295455,-0.11962707769352332,ETFk24d02,ETF,1.0,25.0,0.008596003153588994
S0 do-nothing,-,0.8321162805301541,0.05121724355548096,-0.10252265612898015,ETFk24d03,ETF,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.8232320767656189,0.05058577853178292,-0.10252265612897993,ETFk24d03,ETF,0.2,10.0,-0.008884203764535137
RANDOM (same pool),R3/NEG,0.8250281160869993,0.05081256543861268,-0.10252265612898037,ETFk24d03,ETF,0.2,10.0,-0.007088164443154743
C-MOM/POS,MOM/POS,0.8432585133572572,0.051918414228865783,-0.10252265612898015,ETFk24d03,ETF,0.2,10.0,0.011142232827103138
C-MOM/NEG,MOM/NEG,0.8232320767656189,0.05058577853178292,-0.10252265612897993,ETFk24d03,ETF,0.2,10.0,-0.008884203764535137
C-R3/POS,R3/POS,0.8304576285223979,0.05103241890417043,-0.10252265612898004,ETFk24d03,ETF,0.2,10.0,-0.0016586520077561673
C-R3/NEG,R3/NEG,0.8250281160869993,0.05081256543861268,-0.10252265612898037,ETFk24d03,ETF,0.2,10.0,-0.007088164443154743
C-REBASED/POS,REBASED/POS,0.8249363662919589,0.050823495825731424,-0.10252265612897993,ETFk24d03,ETF,0.2,10.0,-0.007179914238195195
C-REBASED/NEG,REBASED/NEG,0.843974786250479,0.051771310379491675,-0.10252265612898004,ETFk24d03,ETF,0.2,10.0,0.011858505720324874
ORACLE-OOS,REBASED/NEG,0.843974786250479,0.051771310379491675,-0.10252265612898004,ETFk24d03,ETF,0.2,10.0,0.011858505720324874
S0 do-nothing,-,0.7326683862605552,0.04473079694549953,-0.10339336975207303,ETFk24d03,ETF,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.7230977695068199,0.044066965114863965,-0.10339336975207347,ETFk24d03,ETF,0.2,25.0,-0.009570616753735273
RANDOM (same pool),MOM/NEG,0.7230977695068199,0.044066965114863965,-0.10339336975207347,ETFk24d03,ETF,0.2,25.0,-0.009570616753735273
C-MOM/POS,MOM/POS,0.7446491027270421,0.04548741529244382,-0.10339336975207336,ETFk24d03,ETF,0.2,25.0,0.011980716466486907
C-MOM/NEG,MOM/NEG,0.7230977695068199,0.044066965114863965,-0.10339336975207347,ETFk24d03,ETF,0.2,25.0,-0.009570616753735273
C-R3/POS,R3/POS,0.7289422489751957,0.04442557422828597,-0.10339336975207314,ETFk24d03,ETF,0.2,25.0,-0.003726137285359532
C-R3/NEG,R3/NEG,0.7279704285953814,0.044473814989527405,-0.10339336975207347,ETFk24d03,ETF,0.2,25.0,-0.00469795766517378
C-REBASED/POS,REBASED/POS,0.7256922776964791,0.04433916774880431,-0.10339336975207303,ETFk24d03,ETF,0.2,25.0,-0.0069761085640760445
C-REBASED/NEG,REBASED/NEG,0.7427222361484322,0.045196450089995954,-0.10339336975207303,ETFk24d03,ETF,0.2,25.0,0.010053849887877053
ORACLE-OOS,MOM/POS,0.7446491027270421,0.04548741529244382,-0.10339336975207336,ETFk24d03,ETF,0.2,25.0,0.011980716466486907
S0 do-nothing,-,0.8321162805301541,0.05121724355548096,-0.10252265612898015,ETFk24d03,ETF,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.7851961462921883,0.04791678156375068,-0.10314051163847882,ETFk24d03,ETF,0.5,10.0,-0.046920134237965816
RANDOM (same pool),R3/NEG,0.82638125249942,0.050629517747023955,-0.10252265612898015,ETFk24d03,ETF,0.5,10.0,-0.005735028030734113
C-MOM/POS,MOM/POS,0.8417804797350574,0.051807221717331764,-0.1025226561289796,ETFk24d03,ETF,0.5,10.0,0.009664199204903356
C-MOM/NEG,MOM/NEG,0.7851961462921883,0.04791678156375068,-0.10314051163847882,ETFk24d03,ETF,0.5,10.0,-0.046920134237965816
C-R3/POS,R3/POS,0.8290978305945454,0.050896004320652555,-0.10252265612898015,ETFk24d03,ETF,0.5,10.0,-0.0030184499356086247
C-R3/NEG,R3/NEG,0.82638125249942,0.050629517747023955,-0.10252265612898015,ETFk24d03,ETF,0.5,10.0,-0.005735028030734113
C-REBASED/POS,REBASED/POS,0.8370973330846069,0.05168319382481168,-0.10252265612897993,ETFk24d03,ETF,0.5,10.0,0.004981052554452803
C-REBASED/NEG,REBASED/NEG,0.831219522918927,0.05055426225883375,-0.10252265612898037,ETFk24d03,ETF,0.5,10.0,-0.0008967576112270947
ORACLE-OOS,MOM/POS,0.8417804797350574,0.051807221717331764,-0.1025226561289796,ETFk24d03,ETF,0.5,10.0,0.009664199204903356
S0 do-nothing,-,0.7326683862605552,0.04473079694549953,-0.10339336975207303,ETFk24d03,ETF,0.5,25.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.6786826165879328,0.04103516397935136,-0.10411178645207453,ETFk24d03,ETF,0.5,25.0,-0.053985769672622363
RANDOM (same pool),MOM/POS,0.7443915235130422,0.04545020523486243,-0.10339336975207292,ETFk24d03,ETF,0.5,25.0,0.01172313725248697
C-MOM/POS,MOM/POS,0.7443915235130422,0.04545020523486243,-0.10339336975207292,ETFk24d03,ETF,0.5,25.0,0.01172313725248697
C-MOM/NEG,MOM/NEG,0.6786826165879328,0.04103516397935136,-0.10411178645207453,ETFk24d03,ETF,0.5,25.0,-0.053985769672622363
C-R3/POS,R3/POS,0.7263309224302957,0.04421773716433863,-0.10339336975207347,ETFk24d03,ETF,0.5,25.0,-0.00633746383025946
C-R3/NEG,R3/NEG,0.7270745284420879,0.04417723901164239,-0.1033933697520728,ETFk24d03,ETF,0.5,25.0,-0.005593857818467329
C-REBASED/POS,REBASED/POS,0.7396693289896242,0.04530179892966424,-0.10339336975207336,ETFk24d03,ETF,0.5,25.0,0.007000942729069037
C-REBASED/NEG,REBASED/NEG,0.7271561655843977,0.04385719984003722,-0.10339336975207314,ETFk24d03,ETF,0.5,25.0,-0.005512220676157531
ORACLE-OOS,MOM/POS,0.7443915235130422,0.04545020523486243,-0.10339336975207292,ETFk24d03,ETF,0.5,25.0,0.01172313725248697
S0 do-nothing,-,0.8321162805301541,0.05121724355548096,-0.10252265612898015,ETFk24d03,ETF,1.0,10.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.7823779946859563,0.04708941652815368,-0.10084989139293699,ETFk24d03,ETF,1.0,10.0,-0.049738285844197816
RANDOM (same pool),R3/NEG,0.8128248658516415,0.04942311268577915,-0.09911945656735299,ETFk24d03,ETF,1.0,10.0,-0.019291414678512586
C-MOM/POS,MOM/POS,0.8409773686953883,0.0516815035285767,-0.10252265612897993,ETFk24d03,ETF,1.0,10.0,0.008861088165234232
C-MOM/NEG,MOM/NEG,0.7823779946859563,0.04708941652815368,-0.10084989139293699,ETFk24d03,ETF,1.0,10.0,-0.049738285844197816
C-R3/POS,R3/POS,0.832590101496981,0.0510418120208771,-0.10252265612897993,ETFk24d03,ETF,1.0,10.0,0.00047382096682691
C-R3/NEG,R3/NEG,0.8128248658516415,0.04942311268577915,-0.09911945656735299,ETFk24d03,ETF,1.0,10.0,-0.019291414678512586
C-REBASED/POS,REBASED/POS,0.8415471787891411,0.051885470930623345,-0.10252265612898048,ETFk24d03,ETF,1.0,10.0,0.00943089825898702
C-REBASED/NEG,REBASED/NEG,0.8378199358163378,0.050587456953963716,-0.09764713683654191,ETFk24d03,ETF,1.0,10.0,0.005703655286183773
ORACLE-OOS,REBASED/POS,0.8415471787891411,0.051885470930623345,-0.10252265612898048,ETFk24d03,ETF,1.0,10.0,0.00943089825898702
S0 do-nothing,-,0.7326683862605552,0.04473079694549953,-0.10339336975207303,ETFk24d03,ETF,1.0,25.0,0.0
S2LF IS-argmax (leak-free),R3/NEG,0.7058056261041513,0.042531628121080134,-0.09999826642035148,ETFk24d03,ETF,1.0,25.0,-0.026862760156403875
RANDOM (same pool),REBASED/NEG,0.733523011352034,0.04392914335360243,-0.098424221322996,ETFk24d03,ETF,1.0,25.0,0.0008546250914788223
C-MOM/POS,MOM/POS,0.7422896489657068,0.04525370169625864,-0.10339336975207325,ETFk24d03,ETF,1.0,25.0,0.009621262705151623
C-MOM/NEG,MOM/NEG,0.67135975620546,0.04001774005596559,-0.10172048493827401,ETFk24d03,ETF,1.0,25.0,-0.06130863005509524
C-R3/POS,R3/POS,0.7293370607700288,0.044340097324576444,-0.10339336975207314,ETFk24d03,ETF,1.0,25.0,-0.0033313254905263934
C-R3/NEG,R3/NEG,0.7058056261041513,0.042531628121080134,-0.09999826642035148,ETFk24d03,ETF,1.0,25.0,-0.026862760156403875
C-REBASED/POS,REBASED/POS,0.7451803022882485,0.04558788831171956,-0.10339336975207358,ETFk24d03,ETF,1.0,25.0,0.012511916027693304
C-REBASED/NEG,REBASED/NEG,0.733523011352034,0.04392914335360243,-0.098424221322996,ETFk24d03,ETF,1.0,25.0,0.0008546250914788223
ORACLE-OOS,REBASED/POS,0.7451803022882485,0.04558788831171956,-0.10339336975207358,ETFk24d03,ETF,1.0,25.0,0.012511916027693304
S0 do-nothing,-,0.9332481981861973,0.06897074156771721,-0.1235359281943883,ETFk24d04,ETF,0.2,10.0,0.0
S2LF IS-argmax (leak-free),REBASED/POS,0.9409233453793736,0.06951387613409454,-0.12353592819438797,ETFk24d04,ETF,0.2,10.0,0.0076751471931763016
RANDOM (same pool),R3/NEG,0.9304759390960643,0.0687296139032687,-0.12353592819438852,ETFk24d04,ETF,0.2,10.0,-0.0027722590901330113
C-MOM/POS,MOM/POS,0.9294201542325738,0.06865130331420377,-0.12353592819438841,ETFk24d04,ETF,0.2,10.0,-0.003828043953623461
C-MOM/NEG,MOM/NEG,0.9258973058123577,0.06816963035189438,-0.12353592819438819,ETFk24d04,ETF,0.2,10.0,-0.007350892373839568
C-R3/POS,R3/POS,0.9501748933348653,0.07013229054912706,-0.12353592819438808,ETFk24d04,ETF,0.2,10.0,0.01692669514866796
C-R3/NEG,R3/NEG,0.9304759390960643,0.0687296139032687,-0.12353592819438852,ETFk24d04,ETF,0.2,10.0,-0.0027722590901330113
C-REBASED/POS,REBASED/POS,0.9409233453793736,0.06951387613409454,-0.12353592819438797,ETFk24d04,ETF,0.2,10.0,0.0076751471931763016
C-REBASED/NEG,REBASED/NEG,0.9252202627628314,0.06813494462602687,-0.12353592819438797,ETFk24d04,ETF,0.2,10.0,-0.008027935423365884
ORACLE-OOS,R3/POS,0.9501748933348653,0.07013229054912706,-0.12353592819438808,ETFk24d04,ETF,0.2,10.0,0.01692669514866796
S0 do-nothing,-,0.8496454968137865,0.06233434451532838,-0.12434207060459401,ETFk24d04,ETF,0.2,25.0,0.0
S2LF IS-argmax (leak-free),REBASED/POS,0.8585402252404065,0.06297338655956941,-0.12434207060459412,ETFk24d04,ETF,0.2,25.0,0.00889472842661998
RANDOM (same pool),R3/NEG,0.8478333464092547,0.06217177682352726,-0.1243420706045939,ETFk24d04,ETF,0.2,25.0,-0.0018121504045318648
C-MOM/POS,MOM/POS,0.8463032635872092,0.062056122219764864,-0.12434207060459401,ETFk24d04,ETF,0.2,25.0,-0.0033422332265773402
C-MOM/NEG,MOM/NEG,0.8400018260965232,0.061381084126707064,-0.1243420706045939,ETFk24d04,ETF,0.2,25.0,-0.009643670717263353
C-R3/POS,R3/POS,0.8658845064713573,0.06345203424540302,-0.12434207060459423,ETFk24d04,ETF,0.2,25.0,0.016239009657570747
C-R3/NEG,R3/NEG,0.8478333464092547,0.06217177682352726,-0.1243420706045939,ETFk24d04,ETF,0.2,25.0,-0.0018121504045318648
C-REBASED/POS,REBASED/POS,0.8585402252404065,0.06297338655956941,-0.12434207060459412,ETFk24d04,ETF,0.2,25.0,0.00889472842661998
C-REBASED/NEG,REBASED/NEG,0.8394268198832687,0.06134800566714582,-0.12434207060459368,ETFk24d04,ETF,0.2,25.0,-0.010218676930517812
ORACLE-OOS,R3/POS,0.8658845064713573,0.06345203424540302,-0.12434207060459423,ETFk24d04,ETF,0.2,25.0,0.016239009657570747
S0 do-nothing,-,0.9332481981861973,0.06897074156771721,-0.1235359281943883,ETFk24d04,ETF,0.5,10.0,0.0
S2LF IS-argmax (leak-free),REBASED/POS,0.9422159898328297,0.06946122288819923,-0.1235359281943883,ETFk24d04,ETF,0.5,10.0,0.008967791646632417
RANDOM (same pool),R3/NEG,0.91856093803443,0.06721308183960462,-0.12353592819438786,ETFk24d04,ETF,0.5,10.0,-0.014687260151767356
C-MOM/POS,MOM/POS,0.9234253812236294,0.06801859486168826,-0.12353592819438797,ETFk24d04,ETF,0.5,10.0,-0.009822816962567926
C-MOM/NEG,MOM/NEG,0.9066781545501695,0.06594674981763649,-0.11928479292523819,ETFk24d04,ETF,0.5,10.0,-0.026570043636027774
C-R3/POS,R3/POS,0.951843271495407,0.0700545185684156,-0.11813024435345887,ETFk24d04,ETF,0.5,10.0,0.01859507330920973
C-R3/NEG,R3/NEG,0.91856093803443,0.06721308183960462,-0.12353592819438786,ETFk24d04,ETF,0.5,10.0,-0.014687260151767356
C-REBASED/POS,REBASED/POS,0.9422159898328297,0.06946122288819923,-0.1235359281943883,ETFk24d04,ETF,0.5,10.0,0.008967791646632417
C-REBASED/NEG,REBASED/NEG,0.9074598357518311,0.06582576425554687,-0.12227632070934347,ETFk24d04,ETF,0.5,10.0,-0.02578836243436622
ORACLE-OOS,R3/POS,0.951843271495407,0.0700545185684156,-0.11813024435345887,ETFk24d04,ETF,0.5,10.0,0.01859507330920973
S0 do-nothing,-,0.8496454968137865,0.06233434451532838,-0.12434207060459401,ETFk24d04,ETF,0.5,25.0,0.0
S2LF IS-argmax (leak-free),REBASED/POS,0.8609591544454179,0.063022235179232,-0.12434207060459401,ETFk24d04,ETF,0.5,25.0,0.01131365763163139
RANDOM (same pool),MOM/POS,0.8385117488722362,0.061304906263683234,-0.12434207060459379,ETFk24d04,ETF,0.5,25.0,-0.01113374794155031
C-MOM/POS,MOM/POS,0.8385117488722362,0.061304906263683234,-0.12434207060459379,ETFk24d04,ETF,0.5,25.0,-0.01113374794155031
C-MOM/NEG,MOM/NEG,0.81094549491912,0.05849179242980118,-0.12654966338937124,ETFk24d04,ETF,0.5,25.0,-0.03870000189466649
C-R3/POS,R3/POS,0.8654690694332757,0.06323909721503185,-0.11894780359508661,ETFk24d04,ETF,0.5,25.0,0.01582357261948919
C-R3/NEG,R3/NEG,0.8316609419013278,0.060388897110951856,-0.12434207060459435,ETFk24d04,ETF,0.5,25.0,-0.01798455491245876
C-REBASED/POS,REBASED/POS,0.8609591544454179,0.063022235179232,-0.12434207060459401,ETFk24d04,ETF,0.5,25.0,0.01131365763163139
C-REBASED/NEG,REBASED/NEG,0.8173161139669441,0.05881964060331968,-0.12308508610793789,ETFk24d04,ETF,0.5,25.0,-0.03232938284684239
ORACLE-OOS,R3/POS,0.8654690694332757,0.06323909721503185,-0.11894780359508661,ETFk24d04,ETF,0.5,25.0,0.01582357261948919
S0 do-nothing,-,0.9332481981861973,0.06897074156771721,-0.1235359281943883,ETFk24d04,ETF,1.0,10.0,0.0
S2LF IS-argmax (leak-free),R3/NEG,0.8997519062917566,0.06471869995848323,-0.11657800673395735,ETFk24d04,ETF,1.0,10.0,-0.0334962918944407
RANDOM (same pool),MOM/POS,0.9229001748822981,0.06774998987749781,-0.11813024435345942,ETFk24d04,ETF,1.0,10.0,-0.010348023303899168
C-MOM/POS,MOM/POS,0.9229001748822981,0.06774998987749781,-0.11813024435345942,ETFk24d04,ETF,1.0,10.0,-0.010348023303899168
C-MOM/NEG,MOM/NEG,0.9033373632533062,0.06463715881317045,-0.1263768266691735,ETFk24d04,ETF,1.0,10.0,-0.02991083493289115
C-R3/POS,R3/POS,0.9374822563085268,0.06878840131187136,-0.11813024435345909,ETFk24d04,ETF,1.0,10.0,0.004234058122329465
C-R3/NEG,R3/NEG,0.8997519062917566,0.06471869995848323,-0.11657800673395735,ETFk24d04,ETF,1.0,10.0,-0.0334962918944407
C-REBASED/POS,REBASED/POS,0.9503967137716337,0.06998778790255433,-0.12353592819438808,ETFk24d04,ETF,1.0,10.0,0.017148515585436397
C-REBASED/NEG,REBASED/NEG,0.8980402923551296,0.06418645967829661,-0.11591606197528659,ETFk24d04,ETF,1.0,10.0,-0.0352079058310677
ORACLE-OOS,REBASED/POS,0.9503967137716337,0.06998778790255433,-0.12353592819438808,ETFk24d04,ETF,1.0,10.0,0.017148515585436397
S0 do-nothing,-,0.8496454968137865,0.06233434451532838,-0.12434207060459401,ETFk24d04,ETF,1.0,25.0,0.0
S2LF IS-argmax (leak-free),R3/NEG,0.8030026795525702,0.0572644329344989,-0.11739770522785842,ETFk24d04,ETF,1.0,25.0,-0.04664281726121633
RANDOM (same pool),MOM/NEG,0.8021298425481279,0.05689450365145299,-0.1358814380063752,ETFk24d04,ETF,1.0,25.0,-0.047515654265658624
C-MOM/POS,MOM/POS,0.837975622246505,0.06106369671253753,-0.11894780359508617,ETFk24d04,ETF,1.0,25.0,-0.011669874567281524
C-MOM/NEG,MOM/NEG,0.8021298425481279,0.05689450365145299,-0.1358814380063752,ETFk24d04,ETF,1.0,25.0,-0.047515654265658624
C-R3/POS,R3/POS,0.8489947901578798,0.06182349699233658,-0.11894780359508628,ETFk24d04,ETF,1.0,25.0,-0.0006507066559067187
C-R3/NEG,R3/NEG,0.8030026795525702,0.0572644329344989,-0.11739770522785842,ETFk24d04,ETF,1.0,25.0,-0.04664281726121633
C-REBASED/POS,REBASED/POS,0.8682838732978736,0.06349556853912808,-0.12434207060459412,ETFk24d04,ETF,1.0,25.0,0.01863837648408706
C-REBASED/NEG,REBASED/NEG,0.8017760603452672,0.056824040459083625,-0.12314247627300123,ETFk24d04,ETF,1.0,25.0,-0.04786943646851938
ORACLE-OOS,REBASED/POS,0.8682838732978736,0.06349556853912808,-0.12434207060459412,ETFk24d04,ETF,1.0,25.0,0.01863837648408706
S0 do-nothing,-,0.903279552167109,0.06279721908093738,-0.12685469184430265,ETFk24d05,ETF,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.903424858448059,0.06298801414432575,-0.12685469184430243,ETFk24d05,ETF,0.2,10.0,0.0001453062809499972
RANDOM (same pool),MOM/POS,0.9219287268921873,0.06422913861516477,-0.1268546918443022,ETFk24d05,ETF,0.2,10.0,0.01864917472507832
C-MOM/POS,MOM/POS,0.9219287268921873,0.06422913861516477,-0.1268546918443022,ETFk24d05,ETF,0.2,10.0,0.01864917472507832
C-MOM/NEG,MOM/NEG,0.903424858448059,0.06298801414432575,-0.12685469184430243,ETFk24d05,ETF,0.2,10.0,0.0001453062809499972
C-R3/POS,R3/POS,0.9238232555291614,0.06439054139229583,-0.12685469184430243,ETFk24d05,ETF,0.2,10.0,0.020543703362052468
C-R3/NEG,R3/NEG,0.9080617692748424,0.06328457258921794,-0.1268546918443022,ETFk24d05,ETF,0.2,10.0,0.004782217107733411
C-REBASED/POS,REBASED/POS,0.9152209905739075,0.06395023748376549,-0.12685469184430243,ETFk24d05,ETF,0.2,10.0,0.01194143840679851
C-REBASED/NEG,REBASED/NEG,0.9034994486251076,0.06258158092316135,-0.1268546918443021,ETFk24d05,ETF,0.2,10.0,0.0002198964579985807
ORACLE-OOS,R3/POS,0.9238232555291614,0.06439054139229583,-0.12685469184430243,ETFk24d05,ETF,0.2,10.0,0.020543703362052468
S0 do-nothing,-,0.8139157525433801,0.05615717662872721,-0.1278440758121202,ETFk24d05,ETF,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.813546746568016,0.05628632435386516,-0.12784407581212032,ETFk24d05,ETF,0.2,25.0,-0.00036900597536415614
RANDOM (same pool),R3/NEG,0.823450678390222,0.056970563192969115,-0.12784407581212032,ETFk24d05,ETF,0.2,25.0,0.009534925846841902
C-MOM/POS,MOM/POS,0.8359206558787913,0.057820676912125446,-0.12784407581212043,ETFk24d05,ETF,0.2,25.0,0.022004903335411163
C-MOM/NEG,MOM/NEG,0.813546746568016,0.05628632435386516,-0.12784407581212032,ETFk24d05,ETF,0.2,25.0,-0.00036900597536415614
C-R3/POS,R3/POS,0.8341767697870486,0.057713610599211096,-0.12784407581212043,ETFk24d05,ETF,0.2,25.0,0.020261017243668467
C-R3/NEG,R3/NEG,0.823450678390222,0.056970563192969115,-0.12784407581212032,ETFk24d05,ETF,0.2,25.0,0.009534925846841902
C-REBASED/POS,REBASED/POS,0.8290316591600063,0.057506826361906516,-0.1278440758121201,ETFk24d05,ETF,0.2,25.0,0.015115906616626207
C-REBASED/NEG,REBASED/NEG,0.8136979987066632,0.055929590715398936,-0.12784407581212054,ETFk24d05,ETF,0.2,25.0,-0.0002177538367169607
ORACLE-OOS,MOM/POS,0.8359206558787913,0.057820676912125446,-0.12784407581212043,ETFk24d05,ETF,0.2,25.0,0.022004903335411163
S0 do-nothing,-,0.903279552167109,0.06279721908093738,-0.12685469184430265,ETFk24d05,ETF,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.8928520093995252,0.061391028331674535,-0.12216127003967936,ETFk24d05,ETF,0.5,10.0,-0.01042754276758373
RANDOM (same pool),MOM/POS,0.9247259617561931,0.0643113129959787,-0.12685469184430254,ETFk24d05,ETF,0.5,10.0,0.02144640958908417
C-MOM/POS,MOM/POS,0.9247259617561931,0.0643113129959787,-0.12685469184430254,ETFk24d05,ETF,0.5,10.0,0.02144640958908417
C-MOM/NEG,MOM/NEG,0.8928520093995252,0.061391028331674535,-0.12216127003967936,ETFk24d05,ETF,0.5,10.0,-0.01042754276758373
C-R3/POS,R3/POS,0.9203872397457343,0.06394376098036414,-0.12216127003967925,ETFk24d05,ETF,0.5,10.0,0.017107687578625352
C-R3/NEG,R3/NEG,0.9093816610375611,0.06276955144910779,-0.12685469184430276,ETFk24d05,ETF,0.5,10.0,0.00610210887045215
C-REBASED/POS,REBASED/POS,0.9188381942621265,0.06415165663376698,-0.12685469184430231,ETFk24d05,ETF,0.5,10.0,0.01555864209501756
C-REBASED/NEG,REBASED/NEG,0.9030614709371103,0.0614860324316171,-0.12576262399078597,ETFk24d05,ETF,0.5,10.0,-0.00021808122999866786
ORACLE-OOS,MOM/POS,0.9247259617561931,0.0643113129959787,-0.12685469184430254,ETFk24d05,ETF,0.5,10.0,0.02144640958908417
S0 do-nothing,-,0.8139157525433801,0.05615717662872721,-0.1278440758121202,ETFk24d05,ETF,0.5,25.0,0.0
S2LF IS-argmax (leak-free),REBASED/POS,0.8345855461595053,0.05785536251447576,-0.1278440758121202,ETFk24d05,ETF,0.5,25.0,0.0206697936161252
RANDOM (same pool),MOM/POS,0.8389982211049232,0.05792940250544909,-0.1278440758121201,ETFk24d05,ETF,0.5,25.0,0.02508246856154306
C-MOM/POS,MOM/POS,0.8389982211049232,0.05792940250544909,-0.1278440758121201,ETFk24d05,ETF,0.5,25.0,0.02508246856154306
C-MOM/NEG,MOM/NEG,0.7908692929621683,0.053910999046459684,-0.1231621003371054,ETFk24d05,ETF,0.5,25.0,-0.023046459581211765
C-R3/POS,R3/POS,0.8262919339125051,0.05696403210107093,-0.12316210033710517,ETFk24d05,ETF,0.5,25.0,0.012376181369124994
C-R3/NEG,R3/NEG,0.819063578375314,0.05610639418712804,-0.1278440758121202,ETFk24d05,ETF,0.5,25.0,0.00514782583193385
C-REBASED/POS,REBASED/POS,0.8345855461595053,0.05785536251447576,-0.1278440758121202,ETFk24d05,ETF,0.5,25.0,0.0206697936161252
C-REBASED/NEG,REBASED/NEG,0.8062689380590715,0.0544637297953523,-0.1268542432869587,ETFk24d05,ETF,0.5,25.0,-0.007646814484308595
ORACLE-OOS,MOM/POS,0.8389982211049232,0.05792940250544909,-0.1278440758121201,ETFk24d05,ETF,0.5,25.0,0.02508246856154306
S0 do-nothing,-,0.903279552167109,0.06279721908093738,-0.12685469184430265,ETFk24d05,ETF,1.0,10.0,0.0
S2LF IS-argmax (leak-free),R3/NEG,0.8911885269886259,0.0599778510407607,-0.12143143879828322,ETFk24d05,ETF,1.0,10.0,-0.01209102517848304
RANDOM (same pool),REBASED/POS,0.9134364545871767,0.06343099033616495,-0.12433543229223554,ETFk24d05,ETF,1.0,10.0,0.010156902420067726
C-MOM/POS,MOM/POS,0.9261908900048325,0.06420182847995215,-0.12685469184430231,ETFk24d05,ETF,1.0,10.0,0.022911337837723478
C-MOM/NEG,MOM/NEG,0.8468997211191661,0.05651976889915189,-0.12337266738935282,ETFk24d05,ETF,1.0,10.0,-0.05637983104794286
C-R3/POS,R3/POS,0.9217008556934777,0.06385017371337587,-0.12216127003967936,ETFk24d05,ETF,1.0,10.0,0.018421303526368726
C-R3/NEG,R3/NEG,0.8911885269886259,0.0599778510407607,-0.12143143879828322,ETFk24d05,ETF,1.0,10.0,-0.01209102517848304
C-REBASED/POS,REBASED/POS,0.9134364545871767,0.06343099033616495,-0.12433543229223554,ETFk24d05,ETF,1.0,10.0,0.010156902420067726
C-REBASED/NEG,REBASED/NEG,0.9042766207365195,0.060624175560947346,-0.11838718924264269,ETFk24d05,ETF,1.0,10.0,0.0009970685694105086
ORACLE-OOS,MOM/POS,0.9261908900048325,0.06420182847995215,-0.12685469184430231,ETFk24d05,ETF,1.0,10.0,0.022911337837723478
S0 do-nothing,-,0.8139157525433801,0.05615717662872721,-0.1278440758121202,ETFk24d05,ETF,1.0,25.0,0.0
S2LF IS-argmax (leak-free),R3/NEG,0.785199660448278,0.05238002768452965,-0.12243221143059013,ETFk24d05,ETF,1.0,25.0,-0.028716092095102064
RANDOM (same pool),REBASED/NEG,0.8092118385965026,0.05382934075049639,-0.11929174754756988,ETFk24d05,ETF,1.0,25.0,-0.004703913946877525
C-MOM/POS,MOM/POS,0.8406416186763195,0.057867848793365706,-0.12784407581211976,ETFk24d05,ETF,1.0,25.0,0.02672586613293937
C-MOM/NEG,MOM/NEG,0.7352597634766874,0.04857517694261193,-0.12437004446238686,ETFk24d05,ETF,1.0,25.0,-0.07865598906669269
