[b] PREMISE AUDIT — idea 133's published grid, re-derived here (the queue's two rows)
panel  book       arm   cost  CAGR  Sharpe  MaxDD  OOS_Sharpe  OOS_MaxDD  gross  m_CAGR  floor_only  pass4b
  u56 S3-50  vol60-dg 10.000 0.086   1.196 -0.092       1.199     -0.092  0.731  -0.021        True   False
  u56 S3-50  vol60-dg 25.000 0.072   1.010 -0.093       1.029     -0.093  0.731  -0.035        True   False
  u56 S3-50 ebud-0.10 10.000 0.099   1.291 -0.111       1.277     -0.111  0.730  -0.007        True   False
  u56 S3-50 ebud-0.10 25.000 0.087   1.136 -0.112       1.136     -0.112  0.730  -0.020        True   False
  u56 S4-50  vol60-dg 10.000 0.088   1.177 -0.099       1.227     -0.099  0.731  -0.019        True   False
  u56 S4-50  vol60-dg 25.000 0.074   0.997 -0.100       1.060     -0.100  0.731  -0.033        True   False
  u56 S4-50 ebud-0.10 10.000 0.101   1.264 -0.118       1.298     -0.118  0.732  -0.005        True   False
  u56 S4-50 ebud-0.10 25.000 0.088   1.113 -0.119       1.158     -0.119  0.732  -0.018        True   False
broad S3-50  vol60-dg 10.000 0.083   1.039 -0.101       0.964     -0.101  0.728  -0.024        True   False
broad S3-50  vol60-dg 25.000 0.065   0.831 -0.102       0.768     -0.102  0.728  -0.041       False   False
broad S3-50 ebud-0.10 10.000 0.095   1.138 -0.119       1.019     -0.119  0.708  -0.011        True   False
broad S3-50 ebud-0.10 25.000 0.081   0.972 -0.120       0.866     -0.120  0.708  -0.026       False   False
broad S4-50  vol60-dg 10.000 0.085   1.029 -0.108       1.002     -0.108  0.728  -0.022        True   False
broad S4-50  vol60-dg 25.000 0.067   0.825 -0.109       0.807     -0.109  0.728  -0.040       False   False
broad S4-50 ebud-0.10 10.000 0.096   1.108 -0.128       1.035     -0.128  0.709  -0.011        True   False
broad S4-50 ebud-0.10 25.000 0.081   0.945 -0.129       0.883     -0.129  0.709  -0.026       False   False
    NOTE: the queue's label 'SLV50' is not a book name in that file; the f=0.50 sleeve
    books there are S3-50 and S4-50.  The queue's 8.7%/1.292/-13.6% headline is closest
    to u56/S3-50/ebud-0.10 @10bps (9.94%/1.291/-11.1%, OOS 1.277); nothing below
    depends on resolving the label — this run re-derives every f=0.50 row itself.
    idea 133 sleeve rows in the 4b-defensive class: 101; CAGR-floor shortfall (m_CAGR) min -4.10 median -1.29 max -0.06 pp/yr — the queue's '2.0-3.0 pp/yr' is the tail, not the median.

[panel] u56: 56 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: MaxDD <= 20.23%, CAGR >= 10.66%
[a] engine-equivalence over 13 ungated books: max|diff| = 0.000e+00 (EXACT)

[panel] broad: 136 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: MaxDD <= 20.23%, CAGR >= 10.66%
[a] engine-equivalence over 13 ungated books: max|diff| = 0.000e+00 (EXACT)

[c] reproduction of idea 133's f=0.50 sleeve rows: 136 matched, max|diff| CAGR 9.71e-17 Sharpe 2.22e-16 MaxDD 9.71e-17 OOS_Sharpe 2.22e-16 gross 0.00e+00  EXACT
  u56 S4-20 0.200 0.600 25.000 0.072   1.082 -0.115  0.450       1.087  -0.034  0.087   False           CAGR        True
  u56 S4-20 0.200 0.800 10.000 0.108   1.204 -0.151  0.600       1.198   0.002  0.052    True              -       False
  u56 S4-20 0.200 0.800 25.000 0.096   1.082 -0.152  0.600       1.088  -0.010  0.051   False           CAGR        True
  u56 S4-20 0.200 1.000 10.000 0.136   1.204 -0.186  0.750       1.198   0.029  0.017    True              -       False
  u56 S4-20 0.200 1.000 25.000 0.121   1.083 -0.187  0.750       1.088   0.014  0.015    True              -       False
  u56 S4-20 0.200 1.200 10.000 0.163   1.204 -0.220  0.900       1.198   0.057 -0.018   False             DD       False
  u56 S4-20 0.200 1.200 25.000 0.145   1.083 -0.221  0.900       1.088   0.038 -0.019   False             DD       False
  u56 S4-20 0.200 1.400 10.000 0.182   1.204 -0.242  1.000       1.198   0.075 -0.040   False             DD       False
  u56 S4-20 0.200 1.400 25.000 0.161   1.083 -0.244  1.000       1.089   0.054 -0.041   False             DD       False
  u56 S4-25 0.250 0.600 10.000 0.078   1.215 -0.109  0.450       1.209  -0.029  0.094   False           CAGR        True
  u56 S4-25 0.250 0.600 25.000 0.069   1.088 -0.110  0.450       1.094  -0.037  0.093   False           CAGR        True
  u56 S4-25 0.250 0.800 10.000 0.104   1.215 -0.143  0.600       1.209  -0.002  0.059   False           CAGR        True
  u56 S4-25 0.250 0.800 25.000 0.092   1.088 -0.144  0.600       1.095  -0.014  0.058   False           CAGR        True
  u56 S4-25 0.250 1.000 10.000 0.131   1.215 -0.177  0.750       1.209   0.024  0.026    True              -       False
  u56 S4-25 0.250 1.000 25.000 0.116   1.089 -0.178  0.750       1.095   0.009  0.024    True              -       False
  u56 S4-25 0.250 1.200 10.000 0.157   1.215 -0.209  0.900       1.210   0.051 -0.007   False             DD       False
  u56 S4-25 0.250 1.200 25.000 0.139   1.089 -0.211  0.900       1.095   0.032 -0.008   False             DD       False
  u56 S4-25 0.250 1.400 10.000 0.175   1.215 -0.230  1.000       1.210   0.069 -0.028   False             DD       False
  u56 S4-25 0.250 1.400 25.000 0.154   1.089 -0.232  1.000       1.096   0.048 -0.030   False             DD       False
  u56 S4-50 0.500 0.600 10.000 0.062   1.259 -0.080  0.450       1.267  -0.045  0.122   False           CAGR        True
  u56 S4-50 0.500 0.600 25.000 0.053   1.096 -0.081  0.450       1.122  -0.053  0.122   False           CAGR        True
  u56 S4-50 0.500 0.800 10.000 0.083   1.259 -0.106  0.600       1.267  -0.024  0.097   False           CAGR        True
  u56 S4-50 0.500 0.800 25.000 0.071   1.097 -0.107  0.600       1.123  -0.035  0.096   False           CAGR        True
  u56 S4-50 0.500 1.000 10.000 0.104   1.259 -0.131  0.750       1.267  -0.003  0.072   False           CAGR        True
  u56 S4-50 0.500 1.000 25.000 0.089   1.097 -0.132  0.750       1.123  -0.017  0.070   False           CAGR        True
  u56 S4-50 0.500 1.200 10.000 0.125   1.259 -0.155  0.900       1.267   0.018  0.047    True              -       False
  u56 S4-50 0.500 1.200 25.000 0.107   1.098 -0.157  0.900       1.123   0.001  0.045    True              -       False
  u56 S4-50 0.500 1.400 10.000 0.139   1.260 -0.172  1.000       1.267   0.032  0.031    True              -       False
  u56 S4-50 0.500 1.400 25.000 0.119   1.098 -0.173  1.000       1.123   0.013  0.029    True              -       False
broad   R20 0.000 0.600 10.000 0.088   0.973 -0.162  0.449       0.927  -0.018  0.040   False           CAGR        True
broad   R20 0.000 0.600 25.000 0.075   0.842 -0.164  0.449       0.802  -0.031  0.039   False    H2,OOS,CAGR       False
broad   R20 0.000 0.800 10.000 0.118   0.974 -0.212  0.598       0.928   0.011 -0.010   False             DD       False
broad   R20 0.000 0.800 25.000 0.100   0.844 -0.214  0.598       0.805  -0.007 -0.011   False H2,OOS,DD,CAGR       False
broad   R20 0.000 1.000 10.000 0.147   0.976 -0.260  0.748       0.930   0.040 -0.057   False             DD       False
broad   R20 0.000 1.000 25.000 0.124   0.846 -0.261  0.748       0.807   0.018 -0.059   False      H2,OOS,DD       False
broad   R20 0.000 1.200 10.000 0.176   0.978 -0.305  0.897       0.932   0.069 -0.103   False             DD       False
broad   R20 0.000 1.200 25.000 0.148   0.848 -0.307  0.897       0.808   0.042 -0.105   False      H2,OOS,DD       False
broad   R20 0.000 1.400 10.000 0.195   0.976 -0.335  1.000       0.932   0.088 -0.132   False             DD       False
broad   R20 0.000 1.400 25.000 0.164   0.845 -0.337  1.000       0.807   0.057 -0.135   False      H2,OOS,DD       False
broad  S3-5 0.050 0.600 10.000 0.086   0.982 -0.153  0.450       0.934  -0.021  0.049   False           CAGR        True
broad  S3-5 0.050 0.600 25.000 0.073   0.846 -0.154  0.450       0.806  -0.034  0.048   False    H2,OOS,CAGR       False
broad  S3-5 0.050 0.800 10.000 0.114   0.983 -0.200  0.600       0.936   0.008  0.002    True              -       False
broad  S3-5 0.050 0.800 25.000 0.097   0.848 -0.201  0.600       0.808  -0.010  0.001   False    H2,OOS,CAGR       False
broad  S3-5 0.050 1.000 10.000 0.143   0.985 -0.245  0.750       0.937   0.036 -0.043   False             DD       False
broad  S3-5 0.050 1.000 25.000 0.120   0.850 -0.247  0.750       0.810   0.014 -0.045   False      H2,OOS,DD       False
broad  S3-5 0.050 1.200 10.000 0.171   0.986 -0.289  0.900       0.939   0.064 -0.086   False             DD       False
broad  S3-5 0.050 1.200 25.000 0.144   0.852 -0.291  0.900       0.811   0.037 -0.088   False      H2,OOS,DD       False
broad  S3-5 0.050 1.400 10.000 0.190   0.987 -0.317  1.000       0.940   0.083 -0.114   False             DD       False
broad  S3-5 0.050 1.400 25.000 0.159   0.853 -0.319  1.000       0.812   0.052 -0.117   False      H2,OOS,DD       False
broad S3-10 0.100 0.600 10.000 0.083   0.994 -0.144  0.450       0.943  -0.024  0.059   False           CAGR        True
broad S3-10 0.100 0.600 25.000 0.071   0.856 -0.145  0.450       0.812  -0.036  0.058   False    H2,OOS,CAGR       False
broad S3-10 0.100 0.800 10.000 0.111   0.996 -0.188  0.600       0.945   0.004  0.014    True              -       False
broad S3-10 0.100 0.800 25.000 0.094   0.858 -0.190  0.600       0.814  -0.013  0.013   False    H2,OOS,CAGR       False
broad S3-10 0.100 1.000 10.000 0.138   0.997 -0.231  0.750       0.946   0.032 -0.029   False             DD       False
broad S3-10 0.100 1.000 25.000 0.117   0.859 -0.233  0.750       0.816   0.010 -0.030   False      H2,OOS,DD       False
broad S3-10 0.100 1.200 10.000 0.166   0.999 -0.272  0.900       0.948   0.059 -0.070   False             DD       False
broad S3-10 0.100 1.200 25.000 0.139   0.861 -0.274  0.900       0.817   0.033 -0.072   False      H2,OOS,DD       False
broad S3-10 0.100 1.400 10.000 0.184   1.000 -0.299  1.000       0.949   0.077 -0.097   False             DD       False
broad S3-10 0.100 1.400 25.000 0.154   0.862 -0.301  1.000       0.818   0.047 -0.099   False      H2,OOS,DD       False
broad S3-15 0.150 0.600 10.000 0.080   1.008 -0.134  0.450       0.953  -0.026  0.068   False           CAGR        True
broad S3-15 0.150 0.600 25.000 0.068   0.865 -0.136  0.450       0.818  -0.039  0.067   False    H2,OOS,CAGR       False
broad S3-15 0.150 0.800 10.000 0.107   1.009 -0.176  0.600       0.954   0.000  0.026    True              -       False
broad S3-15 0.150 0.800 25.000 0.090   0.867 -0.178  0.600       0.820  -0.016  0.024   False    H2,OOS,CAGR       False
broad S3-15 0.150 1.000 10.000 0.134   1.011 -0.217  0.750       0.956   0.027 -0.014   False             DD       False
broad S3-15 0.150 1.000 25.000 0.113   0.868 -0.219  0.750       0.822   0.006 -0.016   False      H2,OOS,DD       False
broad S3-15 0.150 1.200 10.000 0.161   1.012 -0.256  0.900       0.957   0.054 -0.054   False             DD       False
broad S3-15 0.150 1.200 25.000 0.135   0.870 -0.258  0.900       0.823   0.028 -0.056   False      H2,OOS,DD       False
broad S3-15 0.150 1.400 10.000 0.178   1.013 -0.281  1.000       0.958   0.072 -0.079   False             DD       False
broad S3-15 0.150 1.400 25.000 0.149   0.871 -0.283  1.000       0.824   0.042 -0.081   False      H2,OOS,DD       False
broad S3-20 0.200 0.600 10.000 0.077   1.021 -0.125  0.450       0.962  -0.029  0.077   False           CAGR        True
broad S3-20 0.200 0.600 25.000 0.066   0.874 -0.127  0.450       0.824  -0.041  0.076   False    H2,OOS,CAGR       False
broad S3-20 0.200 0.800 10.000 0.103   1.023 -0.165  0.600       0.964  -0.003  0.038   False           CAGR        True
broad S3-20 0.200 0.800 25.000 0.087   0.876 -0.166  0.600       0.826  -0.019  0.036   False    H2,OOS,CAGR       False
broad S3-20 0.200 1.000 10.000 0.129   1.024 -0.203  0.750       0.965   0.023 -0.000   False             DD       False
broad S3-20 0.200 1.000 25.000 0.109   0.877 -0.205  0.750       0.828   0.002 -0.002   False      H2,OOS,DD       False
broad S3-20 0.200 1.200 10.000 0.155   1.025 -0.240  0.900       0.966   0.049 -0.037   False             DD       False
broad S3-20 0.200 1.200 25.000 0.130   0.879 -0.242  0.900       0.829   0.023 -0.039   False      H2,OOS,DD       False
broad S3-20 0.200 1.400 10.000 0.172   1.026 -0.264  1.000       0.967   0.066 -0.061   False             DD       False
broad S3-20 0.200 1.400 25.000 0.144   0.879 -0.266  1.000       0.830   0.037 -0.063   False      H2,OOS,DD       False
broad S3-25 0.250 0.600 10.000 0.075   1.035 -0.117  0.450       0.972  -0.032  0.086   False           CAGR        True
broad S3-25 0.250 0.600 25.000 0.063   0.883 -0.118  0.450       0.830  -0.044  0.085   False    H2,OOS,CAGR       False
broad S3-25 0.250 0.800 10.000 0.100   1.036 -0.153  0.600       0.973  -0.007  0.049   False           CAGR        True
broad S3-25 0.250 0.800 25.000 0.084   0.884 -0.155  0.600       0.832  -0.023  0.047   False    H2,OOS,CAGR       False
broad S3-25 0.250 1.000 10.000 0.125   1.038 -0.189  0.750       0.975   0.018  0.013    True              -       False
broad S3-25 0.250 1.000 25.000 0.104   0.886 -0.191  0.750       0.833  -0.002  0.012   False    H2,OOS,CAGR       False
broad S3-25 0.250 1.200 10.000 0.150   1.039 -0.224  0.900       0.976   0.043 -0.021   False             DD       False
broad S3-25 0.250 1.200 25.000 0.125   0.887 -0.226  0.900       0.834   0.018 -0.023   False      H2,OOS,DD       False
broad S3-25 0.250 1.400 10.000 0.166   1.040 -0.246  1.000       0.977   0.060 -0.044   False             DD       False
broad S3-25 0.250 1.400 25.000 0.138   0.888 -0.248  1.000       0.835   0.032 -0.046   False      H2,OOS,DD       False
broad S3-50 0.500 0.600 10.000 0.059   1.106 -0.080  0.450       1.022  -0.048  0.122   False           CAGR        True
broad S3-50 0.500 0.600 25.000 0.049   0.919 -0.081  0.450       0.852  -0.058  0.122   False    H2,OOS,CAGR       False
broad S3-50 0.500 0.800 10.000 0.079   1.107 -0.106  0.600       1.023  -0.028  0.097   False           CAGR        True
broad S3-50 0.500 0.800 25.000 0.065   0.921 -0.107  0.600       0.853  -0.042  0.096   False    H2,OOS,CAGR       False
broad S3-50 0.500 1.000 10.000 0.099   1.108 -0.131  0.750       1.024  -0.008  0.072   False           CAGR        True
broad S3-50 0.500 1.000 25.000 0.081   0.922 -0.132  0.750       0.854  -0.026  0.070   False    H2,OOS,CAGR       False
broad S3-50 0.500 1.200 10.000 0.119   1.109 -0.156  0.900       1.025   0.012  0.047    True              -       False
broad S3-50 0.500 1.200 25.000 0.097   0.922 -0.157  0.900       0.855  -0.010  0.045   False    H2,OOS,CAGR       False
broad S3-50 0.500 1.400 10.000 0.132   1.109 -0.172  1.000       1.025   0.025  0.031    True              -       False
broad S3-50 0.500 1.400 25.000 0.108   0.923 -0.173  1.000       0.856   0.001  0.029   False         H2,OOS       False
broad  S4-5 0.050 0.600 10.000 0.086   0.980 -0.154  0.450       0.935  -0.021  0.048   False           CAGR        True
broad  S4-5 0.050 0.600 25.000 0.073   0.845 -0.155  0.450       0.807  -0.034  0.047   False    H2,OOS,CAGR       False
broad  S4-5 0.050 0.800 10.000 0.114   0.982 -0.202  0.600       0.936   0.008  0.001    True              -       False
broad  S4-5 0.050 0.800 25.000 0.097   0.847 -0.203  0.600       0.809  -0.010 -0.001   False H2,OOS,DD,CAGR       False
broad  S4-5 0.050 1.000 10.000 0.143   0.983 -0.247  0.750       0.938   0.036 -0.045   False             DD       False
broad  S4-5 0.050 1.000 25.000 0.121   0.849 -0.249  0.750       0.810   0.014 -0.047   False      H2,OOS,DD       False
broad  S4-5 0.050 1.200 10.000 0.171   0.985 -0.291  0.900       0.940   0.064 -0.089   False             DD       False
broad  S4-5 0.050 1.200 25.000 0.144   0.851 -0.293  0.900       0.812   0.037 -0.091   False      H2,OOS,DD       False
broad  S4-5 0.050 1.400 10.000 0.190   0.986 -0.319  1.000       0.940   0.083 -0.117   False             DD       False
broad  S4-5 0.050 1.400 25.000 0.159   0.852 -0.321  1.000       0.813   0.052 -0.119   False      H2,OOS,DD       False
broad S4-10 0.100 0.600 10.000 0.083   0.991 -0.146  0.450       0.945  -0.023  0.056   False           CAGR        True
broad S4-10 0.100 0.600 25.000 0.071   0.853 -0.147  0.450       0.814  -0.036  0.055   False    H2,OOS,CAGR       False
broad S4-10 0.100 0.800 10.000 0.111   0.993 -0.191  0.600       0.947   0.004  0.011    True              -       False
broad S4-10 0.100 0.800 25.000 0.094   0.855 -0.193  0.600       0.816  -0.013  0.009   False    H2,OOS,CAGR       False
broad S4-10 0.100 1.000 10.000 0.139   0.994 -0.235  0.750       0.948   0.032 -0.033   False             DD       False
broad S4-10 0.100 1.000 25.000 0.117   0.857 -0.237  0.750       0.818   0.010 -0.034   False      H2,OOS,DD       False
broad S4-10 0.100 1.200 10.000 0.166   0.996 -0.277  0.900       0.950   0.060 -0.074   False             DD       False
broad S4-10 0.100 1.200 25.000 0.140   0.859 -0.279  0.900       0.820   0.033 -0.076   False      H2,OOS,DD       False
broad S4-10 0.100 1.400 10.000 0.185   0.997 -0.304  1.000       0.951   0.078 -0.101   False             DD       False
broad S4-10 0.100 1.400 25.000 0.155   0.860 -0.306  1.000       0.821   0.048 -0.104   False      H2,OOS,DD       False
broad S4-15 0.150 0.600 10.000 0.081   1.003 -0.138  0.450       0.956  -0.026  0.064   False           CAGR        True
broad S4-15 0.150 0.600 25.000 0.068   0.861 -0.139  0.450       0.822  -0.038  0.063   False    H2,OOS,CAGR       False
broad S4-15 0.150 0.800 10.000 0.108   1.005 -0.181  0.600       0.958   0.001  0.021    True              -       False
broad S4-15 0.150 0.800 25.000 0.091   0.863 -0.182  0.600       0.824  -0.016  0.020   False    H2,OOS,CAGR       False
broad S4-15 0.150 1.000 10.000 0.135   1.006 -0.222  0.750       0.959   0.028 -0.020   False             DD       False
broad S4-15 0.150 1.000 25.000 0.113   0.865 -0.224  0.750       0.826   0.007 -0.022   False      H2,OOS,DD       False
broad S4-15 0.150 1.200 10.000 0.161   1.007 -0.262  0.900       0.960   0.055 -0.060   False             DD       False
broad S4-15 0.150 1.200 25.000 0.135   0.866 -0.264  0.900       0.827   0.029 -0.062   False      H2,OOS,DD       False
broad S4-15 0.150 1.400 10.000 0.179   1.008 -0.288  1.000       0.961   0.073 -0.086   False             DD       False
broad S4-15 0.150 1.400 25.000 0.150   0.867 -0.290  1.000       0.828   0.043 -0.088   False      H2,OOS,DD       False
broad S4-20 0.200 0.600 10.000 0.078   1.015 -0.130  0.450       0.968  -0.029  0.072   False           CAGR        True
broad S4-20 0.200 0.600 25.000 0.066   0.869 -0.131  0.450       0.830  -0.041  0.071   False    H2,OOS,CAGR       False
broad S4-20 0.200 0.800 10.000 0.104   1.017 -0.171  0.600       0.969  -0.002  0.032   False           CAGR        True
broad S4-20 0.200 0.800 25.000 0.088   0.871 -0.172  0.600       0.832  -0.019  0.030   False    H2,OOS,CAGR       False
broad S4-20 0.200 1.000 10.000 0.130   1.018 -0.210  0.750       0.970   0.024 -0.008   False             DD       False
broad S4-20 0.200 1.000 25.000 0.109   0.873 -0.212  0.750       0.834   0.003 -0.009   False      H2,OOS,DD       False
broad S4-20 0.200 1.200 10.000 0.156   1.019 -0.248  0.900       0.972   0.050 -0.046   False             DD       False
broad S4-20 0.200 1.200 25.000 0.131   0.874 -0.250  0.900       0.835   0.024 -0.048   False      H2,OOS,DD       False
broad S4-20 0.200 1.400 10.000 0.173   1.020 -0.272  1.000       0.972   0.067 -0.070   False             DD       False
broad S4-20 0.200 1.400 25.000 0.145   0.875 -0.275  1.000       0.836   0.038 -0.072   False      H2,OOS,DD       False
broad S4-25 0.250 0.600 10.000 0.075   1.028 -0.122  0.450       0.980  -0.031  0.080   False           CAGR        True
broad S4-25 0.250 0.600 25.000 0.064   0.877 -0.123  0.450       0.839  -0.043  0.079   False    H2,OOS,CAGR       False
broad S4-25 0.250 0.800 10.000 0.100   1.029 -0.160  0.600       0.981  -0.006  0.042   False           CAGR        True
broad S4-25 0.250 0.800 25.000 0.084   0.879 -0.162  0.600       0.840  -0.022  0.041   False    H2,OOS,CAGR       False
broad S4-25 0.250 1.000 10.000 0.126   1.030 -0.197  0.750       0.982   0.019  0.005    True              -       False
broad S4-25 0.250 1.000 25.000 0.105   0.880 -0.199  0.750       0.842  -0.001  0.003   False    H2,OOS,CAGR       False
broad S4-25 0.250 1.200 10.000 0.151   1.032 -0.233  0.900       0.983   0.044 -0.031   False             DD       False
broad S4-25 0.250 1.200 25.000 0.126   0.882 -0.235  0.900       0.843   0.019 -0.033   False      H2,OOS,DD       False
broad S4-25 0.250 1.400 10.000 0.168   1.032 -0.257  1.000       0.984   0.061 -0.054   False             DD       False
broad S4-25 0.250 1.400 25.000 0.139   0.883 -0.259  1.000       0.844   0.033 -0.057   False      H2,OOS,DD       False
broad S4-50 0.500 0.600 10.000 0.060   1.094 -0.085  0.450       1.052  -0.046  0.117   False           CAGR        True
broad S4-50 0.500 0.600 25.000 0.050   0.911 -0.086  0.450       0.884  -0.057  0.116   False        H2,CAGR       False
broad S4-50 0.500 0.800 10.000 0.080   1.095 -0.113  0.600       1.053  -0.026  0.089   False           CAGR        True
broad S4-50 0.500 0.800 25.000 0.066   0.912 -0.114  0.600       0.885  -0.041  0.088   False        H2,CAGR       False
broad S4-50 0.500 1.000 10.000 0.101   1.096 -0.140  0.750       1.053  -0.006  0.063   False           CAGR        True
broad S4-50 0.500 1.000 25.000 0.082   0.913 -0.141  0.750       0.886  -0.024  0.061   False        H2,CAGR       False
broad S4-50 0.500 1.200 10.000 0.121   1.096 -0.166  0.900       1.054   0.014  0.036    True              -       False
broad S4-50 0.500 1.200 25.000 0.099   0.914 -0.168  0.900       0.887  -0.008  0.035   False        H2,CAGR       False
broad S4-50 0.500 1.400 10.000 0.134   1.097 -0.183  1.000       1.055   0.028  0.019    True              -       False
broad S4-50 0.500 1.400 25.000 0.110   0.915 -0.185  1.000       0.887   0.003  0.017   False             H2       False
[LADDER] 4b passes on the pure exposure dial: 44 of 260; by book {'S4-50': np.int64(6), 'S3-50': np.int64(5), 'S3-15': np.int64(4), 'S4-15': np.int64(4), 'S3-5': np.int64(3), 'S3-10': np.int64(3), 'S3-20': np.int64(3), 'S3-25': np.int64(3), 'S4-5': np.int64(3), 'S4-20': np.int64(3), 'S4-25': np.int64(3), 'R20': np.int64(2), 'S4-10': np.int64(2)}; m 0.8..1.4

[RULE 8] S0 (no screen) / S1 (IS 4b screen with floor) / S2 (floor deleted); argmax IS Sharpe per (panel, cost) cell; OOS 2017-2026 read once.
sel panel   cost            pick     f  n_admitted  OOS_CAGR  OOS_Sharpe  OOS_MaxDD  pass4b  defensive  ctl_OOS_Sharpe  ctl_OOS_CAGR  ctl_OOS_MaxDD  spy_OOS_Sharpe  v1_OOS_Sharpe  v1_OOS_CAGR  beat_ctl  beat_spy  beat_v1
 S0 broad 10.000 S3-50/ebud-0.10 0.500         221     0.090       1.019     -0.119   False       True           0.930         0.149         -0.260           0.882          0.576        0.059      True      True     True
 S1 broad 10.000  S3-50/band3-rw 0.500         167     0.108       1.047     -0.118    True      False           0.930         0.149         -0.260           0.882          0.576        0.059      True      True     True
 S2 broad 10.000 S3-50/ebud-0.10 0.500         196     0.090       1.019     -0.119   False       True           0.930         0.149         -0.260           0.882          0.576        0.059      True      True     True
 S0 broad 25.000 S3-50/ebud-0.10 0.500         221     0.076       0.866     -0.120   False      False           0.807         0.126         -0.261           0.882          0.155        0.011      True     False     True
 S1 broad 25.000  S3-50/band3-rw 0.500          37     0.090       0.891     -0.120   False      False           0.807         0.126         -0.261           0.882          0.155        0.011      True      True     True
 S2 broad 25.000 S3-50/ebud-0.10 0.500          46     0.076       0.866     -0.120   False      False           0.807         0.126         -0.261           0.882          0.155        0.011      True     False     True
 S0   u56 10.000 S3-50/ebud-0.20 0.500         221     0.103       1.240     -0.122   False       True           1.168         0.166         -0.222           0.882          0.747        0.077      True      True     True
 S1   u56 10.000   S3-25/control 0.250         102     0.136       1.202     -0.171    True      False           1.168         0.166         -0.222           0.882          0.747        0.077      True      True     True
 S2   u56 10.000 S3-50/ebud-0.20 0.500         138     0.103       1.240     -0.122   False       True           1.168         0.166         -0.222           0.882          0.747        0.077      True      True     True
 S0   u56 25.000 S3-50/ebud-0.10 0.500         221     0.091       1.136     -0.112   False       True           1.072         0.151         -0.223           0.882          0.399        0.038      True      True     True
 S1   u56 25.000   S3-25/control 0.250          27     0.121       1.086     -0.172    True      False           1.072         0.151         -0.223           0.882          0.399        0.038      True      True     True
 S2   u56 25.000 S3-50/ebud-0.10 0.500          52     0.091       1.136     -0.112   False       True           1.072         0.151         -0.223           0.882          0.399        0.038      True      True     True
[RULE 8] mean OOS Sharpe by selector: S0 1.065, S1 1.057, S2 1.065
[RULE 8] S1 != S2 in 4 of 4 cells; S0 != S1 in 4

[OOS 4b] every full-sample 4b pass re-tested on the OOS window alone (halves of 2017-2026, OOS bars):
panel  book                arm   cost  OOS_CAGR  OOS_Sharpe  OOS_MaxDD  spy_CAGR  spy_Sharpe  spy_MaxDD  oos4b oos_fail
  u56   R20            g200-dg 10.000     0.157       1.172     -0.195     0.155       0.882     -0.337   True        -
  u56   R20            g200-dg 25.000     0.142       1.072     -0.197     0.155       0.882     -0.337   True        -
  u56   R20            g200-rw 10.000     0.157       1.171     -0.194     0.155       0.882     -0.337   True        -
  u56   R20            g200-rw 25.000     0.142       1.069     -0.196     0.155       0.882     -0.337   True        -
  u56   R20           band3-dg 10.000     0.160       1.189     -0.198     0.155       0.882     -0.337   True        -
  u56   R20           band3-dg 25.000     0.145       1.093     -0.199     0.155       0.882     -0.337   True        -
  u56   R20           band3-rw 10.000     0.160       1.183     -0.199     0.155       0.882     -0.337   True        -
  u56   R20           band3-rw 25.000     0.145       1.088     -0.201     0.155       0.882     -0.337   True        -
  u56   R20           vol60-dg 10.000     0.138       1.130     -0.168     0.155       0.882     -0.337   True        -
  u56   R20           vol60-dg 25.000     0.122       1.015     -0.169     0.155       0.882     -0.337   True        -
  u56   R20           vol60-rw 10.000     0.149       1.162     -0.185     0.155       0.882     -0.337   True        -
  u56   R20           vol60-rw 25.000     0.133       1.049     -0.186     0.155       0.882     -0.337   True        -
  u56   R20          v1gate-dg 10.000     0.132       1.133     -0.165     0.155       0.882     -0.337   True        -
  u56   R20          v1gate-rw 10.000     0.144       1.168     -0.183     0.155       0.882     -0.337   True        -
  u56   R20 ddctl-8/.5/recover 10.000     0.119       1.051     -0.166     0.155       0.882     -0.337   True        -
  u56  S3-5            g200-dg 10.000     0.150       1.164     -0.190     0.155       0.882     -0.337   True        -
  u56  S3-5            g200-dg 25.000     0.135       1.059     -0.192     0.155       0.882     -0.337   True        -
  u56  S3-5           band3-dg 10.000     0.153       1.182     -0.192     0.155       0.882     -0.337   True        -
  u56  S3-5           band3-dg 25.000     0.139       1.082     -0.194     0.155       0.882     -0.337   True        -
  u56  S3-5           vol60-dg 10.000     0.132       1.127     -0.163     0.155       0.882     -0.337   True        -
  u56  S3-5           vol60-dg 25.000     0.116       1.007     -0.164     0.155       0.882     -0.337   True        -
  u56  S3-5           vol60-rw 10.000     0.146       1.175     -0.187     0.155       0.882     -0.337   True        -
  u56  S3-5           vol60-rw 25.000     0.129       1.056     -0.189     0.155       0.882     -0.337   True        -
  u56  S3-5          v1gate-dg 10.000     0.127       1.126     -0.161     0.155       0.882     -0.337   True        -
  u56  S3-5          v1gate-rw 10.000     0.140       1.139     -0.176     0.155       0.882     -0.337   True        -
