,NAMED@1,NAMED@2,NAMED@3,NAMED@FWD,NAMED@ALL,vintage,topic,exposure_days,CTRL,n_head,OVERTURN@1,LATENAMED@1,SURVIVE@1,OVERTURN@2,LATENAMED@2,SURVIVE@2,OVERTURN@3,LATENAMED@3,SURVIVE@3,OVERTURN@FWD,LATENAMED@FWD,SURVIVE@FWD,KEEP4B_TXT,KEEP4B_DATA,KEEP4B_COV,KEEP4B,REPRO,REPRO_ANY
2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C,1,1,1,1,5,2026-09-08,CENSUS,4,1,27,0,0,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_census-the-record-s-other-DOLLAR-floors-and-caps_C,0,1,1,1,3,2026-09-08,CENSUS,4,1,24,0,1,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0.0,0.0,0,0.0,0.9166666666666666,1.0
2026-09-08_do-de-grossing-instruments-belong-armed-only-in-crashes-after-all_B,0,0,0,0,1,2026-09-08,GROSS,4,2,47,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_does-a-pre-registered-arm-beat-its-own-IS-chooser-generally_C,0,0,0,0,0,2026-09-08,OTHER,4,2,40,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.975,1.0
2026-09-08_does-any-selector-beat-doing-nothing_B,0,0,0,0,20,2026-09-08,OTHER,4,3,16,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C,0,0,0,0,0,2026-09-08,OTHER,4,1,19,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B,1,1,1,1,1,2026-09-08,OTHER,4,1,29,0,0,1.0,0,0,1.0,0,0,1.0,1,1,0.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_does-the-4b-aware-screen-only-pay-through-DD_B,0,0,0,0,1,2026-09-08,KEEP,4,3,21,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_does-the-4b-gross-100-family-survive-a-CASH-CREDIT-and-a-BORROW-charge_C,0,0,0,0,0,2026-09-08,GROSS,4,1,36,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9722222222222222,0.9722222222222222
2026-09-08_does-the-IS-WINDOW-DD-CAP-transfer-at-all_cloud,1,1,1,1,3,2026-09-08,VOL,4,2,25,0,0,1.0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_does-the-MATCHED-margin-hold-off-the-Sharpe-statistic_cloud,0,0,0,0,0,2026-09-08,MATCH,4,1,46,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9782608695652174,1.0
2026-09-08_does-the-key-swap-survive-a-CONSTANT-count_cloud,0,0,0,0,2,2026-09-08,OTHER,4,3,55,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,1.0,1.0
2026-09-08_does-the-matched-gross-control-belong-on-every-published-DIAL-not-just-count_C,0,0,0,0,0,2026-09-08,CENSUS,4,1,28,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9642857142857143,0.9642857142857143
2026-09-08_does-the-q95-band-hold-its-nominal-5-percent_cloud,0,0,0,0,0,2026-09-08,VOL,4,1,22,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B,0,0,0,0,1,2026-09-08,VOL,4,2,63,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.873015873015873,1.0
2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_cloud,0,0,0,0,0,2026-09-08,VOL,4,2,62,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,1.0,1.0
2026-09-08_does-the-width-convergence-hold-past-n40_C,0,0,0,0,1,2026-09-08,OTHER,4,1,57,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.6842105263157895,0.6842105263157895
2026-09-08_does-turnover-level-predict-chooser-power_cloud,0,0,0,0,1,2026-09-08,GROSS,4,2,38,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_ewall-beside-every-panel-claim_cloud,0,0,0,0,0,2026-09-08,CENSUS,4,2,38,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.7105263157894737,0.8421052631578947
2026-09-08_fix-hivol80s-IS-OOS-coverage-and-re-read-the-parked-arm_cloud,0,0,0,0,0,2026-09-08,CENSUS,4,2,28,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8928571428571429,0.9285714285714286
2026-09-08_how-many-published-count-dials-are-gross-dials_B,0,0,0,0,2,2026-09-08,CENSUS,4,2,15,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_how-many-published-count-dials-are-gross-dials_cloud,0,0,0,0,1,2026-09-08,CENSUS,4,1,26,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_is-168c-s-k-CROSSING-a-SMOOTHING-artefact-end-to-end_cloud,2,2,2,2,3,2026-09-08,OTHER,4,1,80,0,0,1.0,0,0,1.0,0,0,1.0,2,2,0.0,0.0,0.0,0,0.0,0.825,0.8875
2026-09-08_is-IS-argmax-CONFIDENCE-an-inverse-signal_cloud,0,0,0,0,1,2026-09-08,OTHER,4,2,16,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_is-K_MEDIAN-a-real-abstention-rule-or-a-36-cell-accident_C,0,0,0,0,1,2026-09-08,OTHER,4,1,19,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.7894736842105263,1.0
2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_B,0,0,0,0,0,2026-09-08,CENSUS,4,2,29,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_cloud,0,0,0,0,1,2026-09-08,CENSUS,4,3,35,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9714285714285714,0.9714285714285714
2026-09-08_is-cost-blind-choosing-worse-than-not-choosing-generally_C,0,1,1,1,1,2026-09-08,GROSS,4,2,61,0,1,1.0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0.0,0,1.0,0.8688524590163934,1.0
2026-09-08_is-phi-a-standalone-de-grossing-instrument_cloud,0,0,0,0,0,2026-09-08,GROSS,4,1,14,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_is-selection-beats-do-nothing-just-a-rung-artefact_cloud,0,0,0,0,1,2026-09-08,GROSS,4,1,52,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.75,1.0
2026-09-08_is-the-0-of-64-no-floor-result-a-LIQUIDITY-fact-or-a-SURVIVORSHIP-fact_C,0,0,0,0,0,2026-09-08,OTHER,4,2,25,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud,0,0,0,0,0,2026-09-08,KEEP,4,1,17,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9411764705882353,1.0
2026-09-08_is-the-DD-CAP-the-only-thing-4b-ever-tests-on-a-ranked-book_cloud,0,0,0,0,0,2026-09-08,KEEP,4,1,29,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8620689655172413,0.9310344827586207
2026-09-08_is-the-EMPTY-POOL-RATE-the-only-dial-the-4b-screen-has_B,0,0,0,0,1,2026-09-08,KEEP,4,2,19,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8421052631578947,0.8947368421052632
2026-09-08_is-the-hole-about-SHARE-or-about-PICK-ENTROPY_cloud,1,1,1,1,1,2026-09-08,OTHER,4,1,9,0,0,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0.0,0.0,1,0.0,1.0,1.0
2026-09-08_is-the-pool-sign-the-whole-selector-story_B,0,0,1,1,4,2026-09-08,OTHER,4,3,25,0,1,1.0,0,1,1.0,0,0,1.0,0,1,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_is-the-top-decile-trim-a-drop-the-worst-rule_B,0,0,1,1,2,2026-09-08,MATCH,4,3,85,1,1,0.0,1,1,0.0,0,0,1.0,1,1,0.0,0.0,0.0,0,0.0,0.5294117647058824,0.8352941176470589
2026-09-08_is-the-top-decile-trim-a-drop-the-worst-rule_cloud,0,0,0,0,0,2026-09-08,MATCH,4,1,42,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,0.9523809523809523,0.9761904761904762
2026-09-08_label-the-337-undecidable-count-cells-from-the-AST_cloud,0,0,0,0,0,2026-09-08,OTHER,4,1,35,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9428571428571428,0.9714285714285714
2026-09-08_locate-the-n-ceiling-above-60_cloud,0,0,0,0,0,2026-09-08,OTHER,4,1,17,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9411764705882353,1.0
2026-09-08_make-PROTOCOL-quote-REGRET-instead-of-the-selection-MARGIN_cloud,0,2,2,2,3,2026-09-08,OTHER,4,2,42,1,2,0.0,0,0,1.0,0,0,1.0,1,2,0.0,0.0,0.0,1,0.0,0.9047619047619048,1.0
2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud,0,0,0,0,3,2026-09-08,OTHER,4,2,34,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9705882352941176,1.0
2026-09-08_price-ORACLE-OOS-as-the-headroom-column-beside-every-selector-kill_C,0,0,0,0,1,2026-09-08,OTHER,4,3,29,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.7586206896551724,1.0
2026-09-08_price-the-BOTH-PATHS-row-on-the-cost-rung-it-dies-on_C,0,0,0,0,0,2026-09-08,GROSS,4,1,20,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C,0,0,0,0,0,2026-09-08,OTHER,4,1,19,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_price-the-levered-sleeve-against-its-own-TURNOVER_C,0,0,0,0,0,2026-09-08,GROSS,4,2,32,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_publish-ROOM-beside-every-abstention-and-chooser-result_C,0,0,1,1,1,2026-09-08,CENSUS,4,2,37,0,1,1.0,0,1,1.0,0,0,1.0,0,1,1.0,0.0,0.0,0,0.0,0.972972972972973,0.972972972972973
2026-09-08_publish-ROOM-beside-every-abstention-and-chooser-result_cloud,0,0,0,0,1,2026-09-08,CENSUS,4,3,23,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_publish-the-EXACT-per-cell-means-beside-every-local-mean-reading_cloud,0,0,0,0,0,2026-09-08,CENSUS,4,1,32,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_publish-the-HALF-WINDOW-beside-every-published-crossing_C,0,0,0,0,2,2026-09-08,CENSUS,4,3,26,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9615384615384616,0.9615384615384616
2026-09-08_re-quote-every-gross-ceiling-with-its-grid-band_B,0,0,0,0,1,2026-09-08,GROSS,4,2,45,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.7555555555555555,1.0
2026-09-08_re-read-single-rung-argmaxes-on-V1C-shaped-books_B,0,0,0,0,0,2026-09-08,CENSUS,4,1,14,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9285714285714286,1.0
2026-09-08_re-read-the-195-base-controlled-instances-against-their-OWN-unselected-arm_C,0,0,0,0,0,2026-09-08,CENSUS,4,1,54,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,1,0.0,0.9629629629629629,1.0
2026-09-08_re-scope-idea-313-advQ-carries-a-price-LEVEL_cloud,3,3,3,3,4,2026-09-08,OTHER,4,3,39,0,0,1.0,0,0,1.0,0,0,1.0,0,3,1.0,0.0,0.0,1,0.0,0.9487179487179487,1.0
2026-09-08_selector-comparison-needs-more-cells_B,0,1,1,1,12,2026-09-08,OTHER,4,3,16,1,2,0.0,0,0,1.0,0,0,1.0,1,2,0.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_the-013-margin-rule_B,0,1,1,1,7,2026-09-08,OTHER,4,3,19,0,1,1.0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_the-013-margin-rule_cloud,0,0,0,0,0,2026-09-08,OTHER,4,1,31,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_the-DD-cap-is-what-cuts-risk-adjusted-argmaxes_cloud,0,0,0,0,0,2026-09-08,VOL,4,2,30,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_the-gap-vs-tilt-rule-as-a-leaderboard-column_B,0,0,0,0,6,2026-09-08,OTHER,4,3,46,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_the-liquidity-FLOOR-is-in-the-eligibility-mask-not-a-tilt_C,0,0,0,0,2,2026-09-08,OTHER,4,2,13,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8461538461538461,1.0
2026-09-08_the-mid-tercile-band_cloud,1,1,1,1,1,2026-09-08,VOL,4,2,39,0,0,1.0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-08_the-one-corner-three-books-audit_C,0,0,0,0,0,2026-09-08,CENSUS,4,1,47,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9361702127659575,0.9574468085106383
2026-09-08_the-pool-mean-as-a-leaderboard-column_B,0,0,0,0,1,2026-09-08,OTHER,4,1,19,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud,0,0,0,0,2,2026-09-08,OTHER,4,3,21,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud,1,2,2,2,6,2026-09-08,OTHER,4,2,63,0,1,1.0,0,0,1.0,0,0,1.0,0,2,1.0,0.0,0.0,0,0.0,0.8412698412698413,1.0
2026-09-08_u56-band3-fullgross_KEEP_MEMO,0,0,2,2,2,2026-09-08,GROSS,4,2,35,0,2,1.0,0,2,1.0,0,0,1.0,0,2,1.0,1.0,0.0,0,1.0,,
2026-09-08_u56-ewall-magate-fullgross_KEEP_MEMO,0,0,1,1,3,2026-09-08,GROSS,4,1,25,0,1,1.0,0,1,1.0,0,0,1.0,0,1,1.0,1.0,0.0,0,1.0,,
2026-09-08_why-does-the-DD-ranking-die-on-U56_C,2,2,2,2,2,2026-09-08,VOL,4,2,68,0,0,1.0,0,0,1.0,0,0,1.0,0,3,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_why-does-the-IS-lift-slope-flip-between-GROSS-and-GATE_C,0,0,0,0,1,2026-09-08,GROSS,4,3,93,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.8279569892473119,0.956989247311828
2026-09-08_why-is-the-ungated-control-the-IS-argmax-on-broad136-and-SMALL439-but-not-u56_C,0,1,1,1,1,2026-09-08,OTHER,4,1,10,0,1,1.0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0.0,0,1.0,0.9,0.9
2026-09-08_why-the-035-045-share-window-dips_B,0,0,0,0,2,2026-09-08,OTHER,4,2,22,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-08_why-the-035-045-share-window-dips_cloud,1,1,1,1,2,2026-09-08,OTHER,4,1,6,0,0,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-09_can-SMALL439-clear-a-4b-SHARPE-leg-under-ANY-unlevered-book-form_C,0,0,0,0,1,2026-09-09,KEEP,3,2,19,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,1,0.0,0.8947368421052632,1.0
2026-09-09_can-any-B136-recomposition-reach-SMALL439-s-CHARACTERISTIC-SUPPORT_C,0,7,7,7,11,2026-09-09,OTHER,3,3,41,5,11,0.0,0,0,1.0,0,0,1.0,5,11,0.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-09_census-every-published-N-EQUALS-50-model-comparison-in-the-record_C,0,1,1,1,2,2026-09-09,CENSUS,3,2,67,0,1,1.0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0.0,0,1.0,0.7910447761194029,0.9402985074626866
2026-09-09_do-CLASSIFIER-selectors-behave-differently-from-ARGMAX-selectors_B,0,0,0,0,0,2026-09-09,OTHER,3,1,43,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.5813953488372093,0.7674418604651163
2026-09-09_do-the-record-s-CONDITIONAL-clauses-ever-beat-their-own-unconditional-parents_B,0,0,0,0,0,2026-09-09,CENSUS,3,1,12,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9166666666666666,1.0
2026-09-09_do-the-record-s-CONDITIONAL-clauses-ever-beat-their-own-unconditional-parents_cloud,0,0,0,0,0,2026-09-09,CENSUS,3,1,31,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-09_does-4b-discriminate-ANYTHING-on-gross-scalar-books_cloud,13,13,17,17,37,2026-09-09,GROSS,3,3,30,5,7,0.0,5,7,0.0,0,0,1.0,9,25,0.0,1.0,1.0,1,1.0,0.9333333333333333,0.9333333333333333
2026-09-09_does-MA-THRESH-theta-0-beat-RULES-v2-s-3-percent-BAND-on-its-own-terms_C,0,0,0,0,1,2026-09-09,KEEP,3,1,55,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9272727272727272,1.0
2026-09-09_does-S_CORR-beat-the-anchor-once-the-PANEL-is-controlled_B,0,0,0,0,1,2026-09-09,MATCH,3,2,28,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,0.8928571428571429,1.0
2026-09-09_does-a-random-sub-panel-pass-4b-because-the-CAGR-floor-moves_B,1,1,1,1,2,2026-09-09,MATCH,3,2,27,0,0,1.0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-09_does-any-other-published-EDGE-FLAG-survive-its-own-EXTENSION-re-run_C,0,0,0,0,0,2026-09-09,CENSUS,3,1,30,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9333333333333333,1.0
2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud,0,0,0,0,0,2026-09-09,OTHER,3,2,100,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-09_does-de-lagging-the-breadth-gate-turn-it-into-a-real-bear-defence_cloud,0,0,0,0,0,2026-09-09,OTHER,3,1,29,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-09_does-one-dispersion-number-really-out-predict-136-name-dummies_C,4,4,4,4,6,2026-09-09,OTHER,3,2,92,0,0,1.0,0,0,1.0,0,0,1.0,1,4,0.0,1.0,0.0,0,1.0,0.8043478260869565,0.8913043478260869
2026-09-09_does-the-ARMED-leg-have-to-be-the-BAND_C,0,0,0,0,1,2026-09-09,VOL,3,3,59,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.9830508474576272,1.0
2026-09-09_does-the-DRAWDOWN-a-vol-cap-BUYS-ever-clear-the-4b-DD-LEG-on-its-own_C,0,0,0,0,1,2026-09-09,MATCH,3,2,61,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1.0,1,1.0,1.0,1.0
2026-09-09_does-the-IS-side-EPISODE-MISMATCH-move-any-published-rule-8-pick_cloud,0,0,0,0,0,2026-09-09,CENSUS,3,1,33,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,0.9696969696969697,1.0
2026-09-09_does-the-Q-CADENCE-SIGN-FLIP-replicate-off-SMALL439_cloud,0,0,0,0,0,2026-09-09,GROSS,3,1,7,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-09_does-the-QUANTILE-zero-residual-hold-at-DAILY-and-ANNUAL-cadence_B,0,0,0,0,4,2026-09-09,GROSS,3,3,51,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.9607843137254902,0.9607843137254902
2026-09-09_does-the-TIMING-RESIDUAL-constant-survive-a-fourth-panel_cloud,0,0,0,0,1,2026-09-09,MATCH,3,3,36,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-09_does-the-no-signal-shape-appear-on-any-panel-that-passes_cloud,0,0,0,0,0,2026-09-09,MATCH,3,1,9,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-09_does-the-uncompensated-residual-finding-replicate-off-SMALL439_B,0,2,2,2,8,2026-09-09,OTHER,3,3,43,2,3,0.0,0,0,1.0,0,0,1.0,2,3,0.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-09_hold-the-ratio-fixed-DAY-BY-DAY-not-at-the-median_cloud,0,0,0,0,1,2026-09-09,OTHER,3,3,25,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.96,0.96
2026-09-09_how-many-of-the-record-s-PUBLISHED-HEADLINE-NUMBERS-are-CADENCE-MEANS_cloud,0,0,0,0,0,2026-09-09,CENSUS,3,1,16,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.75,1.0
2026-09-09_how-many-of-the-record-s-PUBLISHED-parent-COMPARISONS-are-GROSS-UNMATCHED_C,1,1,1,1,2,2026-09-09,CENSUS,3,1,22,0,0,1.0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-09_how-many-of-the-records-POOLED-ACROSS-CADENCE-bars-clear-a-band-their-own-CELLS-fail_B,0,0,0,0,0,2026-09-09,CENSUS,3,1,40,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.7,1.0
2026-09-09_how-many-published-4a-passes-are-GRID-EDGE-points-held-by-the-DD-LEG_C,0,0,0,0,1,2026-09-09,CENSUS,3,2,46,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.8913043478260869,1.0
2026-09-09_how-many-published-clause-KILLS-are-0-bps-WASHES_cloud,0,0,0,0,0,2026-09-09,CENSUS,3,1,5,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-09_how-many-published-dial-STEPS-in-the-record-are-NO-OPS_cloud,0,0,0,0,0,2026-09-09,CENSUS,3,1,40,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.95,1.0
2026-09-09_how-many-published-panel-shares-are-7-cell-binomials_B,0,0,0,0,1,2026-09-09,CENSUS,3,3,17,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.7058823529411765,0.9411764705882353
2026-09-09_is-4b-PASSAGE-on-the-LIVE-FAMILY-a-pure-GROSS-BOUND_cloud,0,0,0,0,0,2026-09-09,GROSS,3,1,31,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
2026-09-09_is-4b-a-SINGLE-GROSS-DIAL-wearing-five-bars_C,0,0,0,0,0,2026-09-09,GROSS,3,1,26,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,1.0,1,1.0,1.0,1.0
2026-09-09_is-AMPLITUDE-the-record-s-real-clause-taxonomy_cloud,3,3,3,3,4,2026-09-09,CENSUS,3,3,75,0,0,1.0,0,0,1.0,0,0,1.0,1,4,0.0,1.0,0.0,0,1.0,1.0,1.0
2026-09-09_is-EVOL-the-real-survivor-not-DISP_B,0,1,1,1,3,2026-09-09,OTHER,3,2,35,0,1,1.0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,1.0,1,1.0,0.9714285714285714,0.9714285714285714
2026-09-09_is-EVOL-the-real-survivor-not-DISP_cloud,0,0,0,0,0,2026-09-09,OTHER,3,1,16,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,1,0.0,0.75,1.0
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_B,1,1,1,1,2,2026-09-09,VOL,3,3,40,0,0,1.0,0,0,1.0,0,0,1.0,0,2,1.0,0.0,0.0,0,0.0,0.75,1.0
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_B2,0,0,0,0,1,2026-09-09,VOL,3,3,42,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.6190476190476191,0.8809523809523809
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_cloud,0,0,0,0,1,2026-09-09,VOL,3,3,14,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0.0,0,1.0,0.7142857142857143,0.7142857142857143
2026-09-09_is-every-published-BAND-a-band-on-a-MEAN-quoted-as-a-CELL-expectation_cloud,0,0,0,0,1,2026-09-09,CENSUS,3,1,2,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0,0.0,0.5,1.0
